"","State","StateFIPS","CountyFIPS","AreaName","Insurance Coverage"
"11542","KY",21,147,"McCreary County, Kentucky",16422
"11543","KY",21,149,"McLean County, Kentucky",9416
"11544","KY",21,151,"Madison County, Kentucky",85027
"11545","KY",21,153,"Magoffin County, Kentucky",12878
"11546","KY",21,155,"Marion County, Kentucky",18674
"11547","KY",21,157,"Marshall County, Kentucky",30661
"11548","KY",21,159,"Martin County, Kentucky",11131
"11549","KY",21,161,"Mason County, Kentucky",16989
"11550","KY",21,163,"Meade County, Kentucky",28217
"11551","KY",21,165,"Menifee County, Kentucky",6266
"11552","KY",21,167,"Mercer County, Kentucky",21181
"11553","KY",21,169,"Metcalfe County, Kentucky",9891
"11554","KY",21,171,"Monroe County, Kentucky",10595
"11555","KY",21,173,"Montgomery County, Kentucky",26808
"11556","KY",21,175,"Morgan County, Kentucky",11772
"11557","KY",21,177,"Muhlenberg County, Kentucky",30283
"11558","KY",21,179,"Nelson County, Kentucky",44270
"11559","KY",21,181,"Nicholas County, Kentucky",6969
"11560","KY",21,183,"Ohio County, Kentucky",23752
"11561","KY",21,185,"Oldham County, Kentucky",58819
"11562","KY",21,187,"Owen County, Kentucky",10692
"11563","KY",21,189,"Owsley County, Kentucky",4534
"11564","KY",21,191,"Pendleton County, Kentucky",14418
"11565","KY",21,193,"Perry County, Kentucky",27391
"11566","KY",21,195,"Pike County, Kentucky",62696
"11567","KY",21,197,"Powell County, Kentucky",12225
"11568","KY",21,199,"Pulaski County, Kentucky",62837
"11569","KY",21,201,"Robertson County, Kentucky",2147
"11570","KY",21,203,"Rockcastle County, Kentucky",16644
"11571","KY",21,205,"Rowan County, Kentucky",23387
"11572","KY",21,207,"Russell County, Kentucky",17525
"11573","KY",21,209,"Scott County, Kentucky",49941
"11574","KY",21,211,"Shelby County, Kentucky",42975
"11575","KY",21,213,"Simpson County, Kentucky",17386
"11576","KY",21,215,"Spencer County, Kentucky",17454
"11577","KY",21,217,"Taylor County, Kentucky",24638
"11578","KY",21,219,"Todd County, Kentucky",12292
"11579","KY",21,221,"Trigg County, Kentucky",14166
"11580","KY",21,223,"Trimble County, Kentucky",8783
"11581","KY",21,225,"Union County, Kentucky",14983
"11582","KY",21,227,"Warren County, Kentucky",117678
"11583","KY",21,229,"Washington County, Kentucky",11785
"11584","KY",21,231,"Wayne County, Kentucky",20347
"11585","KY",21,233,"Webster County, Kentucky",13064
"11586","KY",21,235,"Whitley County, Kentucky",35173
"11587","KY",21,237,"Wolfe County, Kentucky",7136
"11588","KY",21,239,"Woodford County, Kentucky",25199
"12171","LA",22,1,"Acadia Parish, Louisiana",61254
"12172","LA",22,3,"Allen Parish, Louisiana",21329
"12173","LA",22,5,"Ascension Parish, Louisiana",113905
"12174","LA",22,7,"Assumption Parish, Louisiana",22862
"12175","LA",22,9,"Avoyelles Parish, Louisiana",37787
"12176","LA",22,11,"Beauregard Parish, Louisiana",35169
"12177","LA",22,13,"Bienville Parish, Louisiana",13653
"12178","LA",22,15,"Bossier Parish, Louisiana",118561
"12179","LA",22,17,"Caddo Parish, Louisiana",249783
"12180","LA",22,19,"Calcasieu Parish, Louisiana",193522
"12181","LA",22,21,"Caldwell Parish, Louisiana",9512
"12182","LA",22,23,"Cameron Parish, Louisiana",6694
"12183","LA",22,25,"Catahoula Parish, Louisiana",9284
"12184","LA",22,27,"Claiborne Parish, Louisiana",14706
"12185","LA",22,29,"Concordia Parish, Louisiana",18419
"12186","LA",22,31,"De Soto Parish, Louisiana",26808
"12187","LA",22,33,"East Baton Rouge Parish, Louisiana",441718
"12188","LA",22,35,"East Carroll Parish, Louisiana",6064
"12189","LA",22,37,"East Feliciana Parish, Louisiana",17168
"12190","LA",22,39,"Evangeline Parish, Louisiana",31605
"12191","LA",22,41,"Franklin Parish, Louisiana",19107
"12192","LA",22,43,"Grant Parish, Louisiana",18937
"12193","LA",22,45,"Iberia Parish, Louisiana",73113
"12194","LA",22,47,"Iberville Parish, Louisiana",29426
"12195","LA",22,49,"Jackson Parish, Louisiana",15033
"12196","LA",22,51,"Jefferson Parish, Louisiana",431764
"12197","LA",22,53,"Jefferson Davis Parish, Louisiana",30863
"12198","LA",22,55,"Lafayette Parish, Louisiana",229517
"12199","LA",22,57,"Lafourche Parish, Louisiana",96636
"12200","LA",22,59,"LaSalle Parish, Louisiana",13656
"12201","LA",22,61,"Lincoln Parish, Louisiana",46735
"12202","LA",22,63,"Livingston Parish, Louisiana",132996
"12203","LA",22,65,"Madison Parish, Louisiana",10406
"12204","LA",22,67,"Morehouse Parish, Louisiana",26211
"12205","LA",22,69,"Natchitoches Parish, Louisiana",38611
"12206","LA",22,71,"Orleans Parish, Louisiana",371599
"12207","LA",22,73,"Ouachita Parish, Louisiana",149358
"12208","LA",22,75,"Plaquemines Parish, Louisiana",22784
"12209","LA",22,77,"Pointe Coupee Parish, Louisiana",22371
"12210","LA",22,79,"Rapides Parish, Louisiana",129468
"12211","LA",22,81,"Red River Parish, Louisiana",8726
"12212","LA",22,83,"Richland Parish, Louisiana",19926
"12213","LA",22,85,"Sabine Parish, Louisiana",23831
"12214","LA",22,87,"St. Bernard Parish, Louisiana",42512
"12215","LA",22,89,"St. Charles Parish, Louisiana",51981
"12216","LA",22,91,"St. Helena Parish, Louisiana",10694
"12217","LA",22,93,"St. James Parish, Louisiana",21427
"12218","LA",22,95,"St. John the Baptist Parish, Louisiana",43461
"12219","LA",22,97,"St. Landry Parish, Louisiana",82541
"12220","LA",22,99,"St. Martin Parish, Louisiana",52860
"12221","LA",22,101,"St. Mary Parish, Louisiana",52557
"12222","LA",22,103,"St. Tammany Parish, Louisiana",240416
"12223","LA",22,105,"Tangipahoa Parish, Louisiana",124745
"12224","LA",22,107,"Tensas Parish, Louisiana",4757
"12225","LA",22,109,"Terrebonne Parish, Louisiana",111508
"12226","LA",22,111,"Union Parish, Louisiana",22111
"12227","LA",22,113,"Vermilion Parish, Louisiana",58654
"12228","LA",22,115,"Vernon Parish, Louisiana",46789
"12229","LA",22,117,"Washington Parish, Louisiana",44770
"12230","LA",22,119,"Webster Parish, Louisiana",39693
"12231","LA",22,121,"West Baton Rouge Parish, Louisiana",23987
"12232","LA",22,123,"West Carroll Parish, Louisiana",10682
"12233","LA",22,125,"West Feliciana Parish, Louisiana",11992
"12234","LA",22,127,"Winn Parish, Louisiana",13108
"12745","MA",25,1,"Barnstable County, Massachusetts",212288
"12746","MA",25,3,"Berkshire County, Massachusetts",127024
"12747","MA",25,5,"Bristol County, Massachusetts",545791
"12748","MA",25,7,"Dukes County, Massachusetts",16937
"12749","MA",25,9,"Essex County, Massachusetts",756354
"12750","MA",25,11,"Franklin County, Massachusetts",70394
"12751","MA",25,13,"Hampden County, Massachusetts",462556
"12752","MA",25,15,"Hampshire County, Massachusetts",159407
"12753","MA",25,17,"Middlesex County, Massachusetts",1540469
"12754","MA",25,19,"Nantucket County, Massachusetts",10504
"12755","MA",25,21,"Norfolk County, Massachusetts",679055
"12756","MA",25,23,"Plymouth County, Massachusetts",496174
"12757","MA",25,25,"Suffolk County, Massachusetts",751838
"12758","MA",25,27,"Worcester County, Massachusetts",798977
"13034","MD",24,1,"Allegany County, Maryland",68163
"13035","MD",24,3,"Anne Arundel County, Maryland",535171
"13036","MD",24,5,"Baltimore County, Maryland",814797
"13037","MD",24,9,"Calvert County, Maryland",88786
"13038","MD",24,11,"Caroline County, Maryland",32269
"13039","MD",24,13,"Carroll County, Maryland",165430
"13040","MD",24,15,"Cecil County, Maryland",100822
"13041","MD",24,17,"Charles County, Maryland",150136
"13042","MD",24,19,"Dorchester County, Maryland",32095
"13043","MD",24,21,"Frederick County, Maryland",239107
"13044","MD",24,23,"Garrett County, Maryland",29331
"13045","MD",24,25,"Harford County, Maryland",246279
"13046","MD",24,27,"Howard County, Maryland",301598
"13047","MD",24,29,"Kent County, Maryland",19572
"13048","MD",24,31,"Montgomery County, Maryland",1009178
"13049","MD",24,33,"Prince George's County, Maryland",886093
"13050","MD",24,35,"Queen Anne's County, Maryland",48015
"13051","MD",24,37,"St. Mary's County, Maryland",106903
"13052","MD",24,39,"Somerset County, Maryland",21233
"13053","MD",24,41,"Talbot County, Maryland",37409
"13054","MD",24,43,"Washington County, Maryland",140964
"13055","MD",24,45,"Wicomico County, Maryland",99857
"13056","MD",24,47,"Worcester County, Maryland",50907
"13057","MD",24,510,"Baltimore city, Maryland",612619
"13605","ME",23,1,"Androscoggin County, Maine",106389
"13606","ME",23,3,"Aroostook County, Maine",68954
"13607","ME",23,5,"Cumberland County, Maine",282880
"13608","ME",23,7,"Franklin County, Maine",30252
"13609","ME",23,9,"Hancock County, Maine",54232
"13610","ME",23,11,"Kennebec County, Maine",119741
"13611","ME",23,13,"Knox County, Maine",38657
"13612","ME",23,15,"Lincoln County, Maine",33649
"13613","ME",23,17,"Oxford County, Maine",57044
"13614","ME",23,19,"Penobscot County, Maine",151662
"13615","ME",23,21,"Piscataquis County, Maine",17021
"13616","ME",23,23,"Sagadahoc County, Maine",34889
"13617","ME",23,25,"Somerset County, Maine",51065
"13618","ME",23,27,"Waldo County, Maine",38747
"13619","ME",23,29,"Washington County, Maine",31633
"13620","ME",23,31,"York County, Maine",198009
"13769","MI",26,1,"Alcona County, Michigan",10454
"13770","MI",26,3,"Alger County, Michigan",8499
"13771","MI",26,5,"Allegan County, Michigan",112118
"13772","MI",26,7,"Alpena County, Michigan",28703
"13773","MI",26,9,"Antrim County, Michigan",23101
"13774","MI",26,11,"Arenac County, Michigan",15255
"13775","MI",26,13,"Baraga County, Michigan",6387
"13776","MI",26,15,"Barry County, Michigan",58660
"13777","MI",26,17,"Bay County, Michigan",105742
"13778","MI",26,19,"Benzie County, Michigan",17249
"13779","MI",26,21,"Berrien County, Michigan",154339
"13780","MI",26,23,"Branch County, Michigan",41575
"13781","MI",26,25,"Calhoun County, Michigan",133138
"13782","MI",26,27,"Cass County, Michigan",51817
"13783","MI",26,29,"Charlevoix County, Michigan",25866
"13784","MI",26,31,"Cheboygan County, Michigan",25387
"13785","MI",26,33,"Chippewa County, Michigan",34898
"13786","MI",26,35,"Clare County, Michigan",30387
"13787","MI",26,37,"Clinton County, Michigan",76277
"13788","MI",26,39,"Crawford County, Michigan",13713
"13789","MI",26,41,"Delta County, Michigan",36302
"13790","MI",26,43,"Dickinson County, Michigan",25640
"13791","MI",26,45,"Eaton County, Michigan",107663
"13792","MI",26,47,"Emmet County, Michigan",32678
"13793","MI",26,49,"Genesee County, Michigan",413289
"13794","MI",26,51,"Gladwin County, Michigan",25275
"13795","MI",26,53,"Gogebic County, Michigan",14292
"13796","MI",26,55,"Grand Traverse County, Michigan",87764
"13797","MI",26,57,"Gratiot County, Michigan",37518
"13798","MI",26,59,"Hillsdale County, Michigan",45781
"13799","MI",26,61,"Houghton County, Michigan",36232
"13800","MI",26,63,"Huron County, Michigan",31921
"13801","MI",26,65,"Ingham County, Michigan",281784
"13802","MI",26,67,"Ionia County, Michigan",60309
"13803","MI",26,69,"Iosco County, Michigan",25079
"13804","MI",26,71,"Iron County, Michigan",11225
"13805","MI",26,73,"Isabella County, Michigan",70081
"13806","MI",26,75,"Jackson County, Michigan",151972
"13807","MI",26,77,"Kalamazoo County, Michigan",254844
"13808","MI",26,79,"Kalkaska County, Michigan",17168
"13809","MI",26,81,"Kent County, Michigan",618639
"13810","MI",26,83,"Keweenaw County, Michigan",2190
"13811","MI",26,85,"Lake County, Michigan",11059
"13812","MI",26,87,"Lapeer County, Michigan",86725
"13813","MI",26,89,"Leelanau County, Michigan",21631
"13814","MI",26,91,"Lenawee County, Michigan",95725
"13815","MI",26,93,"Livingston County, Michigan",183760
"13816","MI",26,95,"Luce County, Michigan",5434
"13817","MI",26,97,"Mackinac County, Michigan",10902
"13818","MI",26,99,"Macomb County, Michigan",848168
"13819","MI",26,101,"Manistee County, Michigan",23296
"13820","MI",26,103,"Marquette County, Michigan",65440
"13821","MI",26,105,"Mason County, Michigan",28407
"13822","MI",26,107,"Mecosta County, Michigan",43073
"13823","MI",26,109,"Menominee County, Michigan",23417
"13824","MI",26,111,"Midland County, Michigan",83011
"13825","MI",26,113,"Missaukee County, Michigan",14871
"13826","MI",26,115,"Monroe County, Michigan",149557
"13827","MI",26,117,"Montcalm County, Michigan",60537
"13828","MI",26,119,"Montmorency County, Michigan",9289
"13829","MI",26,121,"Muskegon County, Michigan",166589
"13830","MI",26,123,"Newaygo County, Michigan",47509
"13831","MI",26,125,"Oakland County, Michigan",1223588
"13832","MI",26,127,"Oceana County, Michigan",26056
"13833","MI",26,129,"Ogemaw County, Michigan",20952
"13834","MI",26,131,"Ontonagon County, Michigan",6234
"13835","MI",26,133,"Osceola County, Michigan",22972
"13836","MI",26,135,"Oscoda County, Michigan",8401
"13837","MI",26,137,"Otsego County, Michigan",23956
"13838","MI",26,139,"Ottawa County, Michigan",271817
"13839","MI",26,141,"Presque Isle County, Michigan",12877
"13840","MI",26,143,"Roscommon County, Michigan",23841
"13841","MI",26,145,"Saginaw County, Michigan",193164
"13842","MI",26,147,"St. Clair County, Michigan",159239
"13843","MI",26,149,"St. Joseph County, Michigan",60467
"13844","MI",26,151,"Sanilac County, Michigan",41718
"13845","MI",26,153,"Schoolcraft County, Michigan",8179
"13846","MI",26,155,"Shiawassee County, Michigan",68665
"13847","MI",26,157,"Tuscola County, Michigan",53502
"13848","MI",26,159,"Van Buren County, Michigan",74891
"13849","MI",26,161,"Washtenaw County, Michigan",349733
"13850","MI",26,163,"Wayne County, Michigan",1766776
"13851","MI",26,165,"Wexford County, Michigan",32506
"14605","MN",27,1,"Aitkin County, Minnesota",15646
"14606","MN",27,3,"Anoka County, Minnesota",336408
"14607","MN",27,5,"Becker County, Minnesota",32743
"14608","MN",27,7,"Beltrami County, Minnesota",44927
"14609","MN",27,9,"Benton County, Minnesota",38711
"14610","MN",27,11,"Big Stone County, Minnesota",5005
"14611","MN",27,13,"Blue Earth County, Minnesota",64589
"14612","MN",27,15,"Brown County, Minnesota",25049
"14613","MN",27,17,"Carlton County, Minnesota",34565
"14614","MN",27,19,"Carver County, Minnesota",95456
"14615","MN",27,21,"Cass County, Minnesota",28299
"14616","MN",27,23,"Chippewa County, Minnesota",11960
"14617","MN",27,25,"Chisago County, Minnesota",52484
"14618","MN",27,27,"Clay County, Minnesota",60385
"14619","MN",27,29,"Clearwater County, Minnesota",8655
"14620","MN",27,31,"Cook County, Minnesota",5150
"14621","MN",27,33,"Cottonwood County, Minnesota",11436
"14622","MN",27,35,"Crow Wing County, Minnesota",62344
"14623","MN",27,37,"Dakota County, Minnesota",406645
"14624","MN",27,39,"Dodge County, Minnesota",20144
"14625","MN",27,41,"Douglas County, Minnesota",36230
"14626","MN",27,43,"Faribault County, Minnesota",13919
"14627","MN",27,45,"Fillmore County, Minnesota",20514
"14628","MN",27,47,"Freeborn County, Minnesota",30425
"14629","MN",27,49,"Goodhue County, Minnesota",45582
"14630","MN",27,51,"Grant County, Minnesota",5901
"14631","MN",27,53,"Hennepin County, Minnesota",1188371
"14632","MN",27,55,"Houston County, Minnesota",18596
"14633","MN",27,57,"Hubbard County, Minnesota",20483
"14634","MN",27,59,"Isanti County, Minnesota",37978
"14635","MN",27,61,"Itasca County, Minnesota",44584
"14636","MN",27,63,"Jackson County, Minnesota",10090
"14637","MN",27,65,"Kanabec County, Minnesota",15872
"14638","MN",27,67,"Kandiyohi County, Minnesota",41832
"14639","MN",27,69,"Kittson County, Minnesota",4359
"14640","MN",27,71,"Koochiching County, Minnesota",12893
"14641","MN",27,73,"Lac qui Parle County, Minnesota",6898
"14642","MN",27,75,"Lake County, Minnesota",10581
"14643","MN",27,77,"Lake of the Woods County, Minnesota",3895
"14644","MN",27,79,"Le Sueur County, Minnesota",27530
"14645","MN",27,81,"Lincoln County, Minnesota",5643
"14646","MN",27,83,"Lyon County, Minnesota",25400
"14647","MN",27,85,"McLeod County, Minnesota",35730
"14648","MN",27,87,"Mahnomen County, Minnesota",5458
"14649","MN",27,89,"Marshall County, Minnesota",9385
"14650","MN",27,91,"Martin County, Minnesota",20122
"14651","MN",27,93,"Meeker County, Minnesota",22831
"14652","MN",27,95,"Mille Lacs County, Minnesota",25351
"14653","MN",27,97,"Morrison County, Minnesota",32631
"14654","MN",27,99,"Mower County, Minnesota",38848
"14655","MN",27,101,"Murray County, Minnesota",8416
"14656","MN",27,103,"Nicollet County, Minnesota",32906
"14657","MN",27,105,"Nobles County, Minnesota",21399
"14658","MN",27,107,"Norman County, Minnesota",6566
"14659","MN",27,109,"Olmsted County, Minnesota",146740
"14660","MN",27,111,"Otter Tail County, Minnesota",56796
"14661","MN",27,113,"Pennington County, Minnesota",13907
"14662","MN",27,115,"Pine County, Minnesota",27607
"14663","MN",27,117,"Pipestone County, Minnesota",9192
"14664","MN",27,119,"Polk County, Minnesota",30982
"14665","MN",27,121,"Pope County, Minnesota",10772
"14666","MN",27,123,"Ramsey County, Minnesota",523192
"14667","MN",27,125,"Red Lake County, Minnesota",4038
"14668","MN",27,127,"Redwood County, Minnesota",15453
"14669","MN",27,129,"Renville County, Minnesota",14880
"14670","MN",27,131,"Rice County, Minnesota",62009
"14671","MN",27,133,"Rock County, Minnesota",9342
"14672","MN",27,135,"Roseau County, Minnesota",15423
"14673","MN",27,137,"St. Louis County, Minnesota",197164
"14674","MN",27,139,"Scott County, Minnesota",135943
"14675","MN",27,141,"Sherburne County, Minnesota",88511
"14676","MN",27,143,"Sibley County, Minnesota",14892
"14677","MN",27,145,"Stearns County, Minnesota",151431
"14678","MN",27,147,"Steele County, Minnesota",36136
"14679","MN",27,149,"Stevens County, Minnesota",9686
"14680","MN",27,151,"Swift County, Minnesota",9388
"14681","MN",27,153,"Todd County, Minnesota",24285
"14682","MN",27,155,"Traverse County, Minnesota",3341
"14683","MN",27,157,"Wabasha County, Minnesota",21194
"14684","MN",27,159,"Wadena County, Minnesota",13467
"14685","MN",27,161,"Waseca County, Minnesota",17928
"14686","MN",27,163,"Washington County, Minnesota",243512
"14687","MN",27,165,"Watonwan County, Minnesota",10919
"14688","MN",27,167,"Wilkin County, Minnesota",6374
"14689","MN",27,169,"Winona County, Minnesota",50728
"14690","MN",27,171,"Wright County, Minnesota",127899
"14691","MN",27,173,"Yellow Medicine County, Minnesota",9910
"15639","MO",29,1,"Adair County, Missouri",25247
"15640","MO",29,3,"Andrew County, Missouri",17114
"15641","MO",29,5,"Atchison County, Missouri",5341
"15642","MO",29,7,"Audrain County, Missouri",24108
"15643","MO",29,9,"Barry County, Missouri",35431
"15644","MO",29,11,"Barton County, Missouri",12050
"15645","MO",29,13,"Bates County, Missouri",16349
"15646","MO",29,15,"Benton County, Missouri",18650
"15647","MO",29,17,"Bollinger County, Missouri",12270
"15648","MO",29,19,"Boone County, Missouri",169402
"15649","MO",29,21,"Buchanan County, Missouri",86721
"15650","MO",29,23,"Butler County, Missouri",42337
"15651","MO",29,25,"Caldwell County, Missouri",8895
"15652","MO",29,27,"Callaway County, Missouri",42133
"15653","MO",29,29,"Camden County, Missouri",43517
"15654","MO",29,31,"Cape Girardeau County, Missouri",76555
"15655","MO",29,33,"Carroll County, Missouri",9002
"15656","MO",29,35,"Carter County, Missouri",6251
"15657","MO",29,37,"Cass County, Missouri",99881
"15658","MO",29,39,"Cedar County, Missouri",13749
"15659","MO",29,41,"Chariton County, Missouri",7433
"15660","MO",29,43,"Christian County, Missouri",80443
"15661","MO",29,45,"Clark County, Missouri",6849
"15662","MO",29,47,"Clay County, Missouri",228840
"15663","MO",29,49,"Clinton County, Missouri",20033
"15664","MO",29,51,"Cole County, Missouri",72548
"15665","MO",29,53,"Cooper County, Missouri",16044
"15666","MO",29,55,"Crawford County, Missouri",24375
"15667","MO",29,57,"Dade County, Missouri",7484
"15668","MO",29,59,"Dallas County, Missouri",16370
"15669","MO",29,61,"Daviess County, Missouri",8077
"15670","MO",29,63,"DeKalb County, Missouri",9351
"15671","MO",29,65,"Dent County, Missouri",15437
"15672","MO",29,67,"Douglas County, Missouri",13393
"15673","MO",29,69,"Dunklin County, Missouri",30891
"15674","MO",29,71,"Franklin County, Missouri",101062
"15675","MO",29,73,"Gasconade County, Missouri",14675
"15676","MO",29,75,"Gentry County, Missouri",6621
"15677","MO",29,77,"Greene County, Missouri",279368
"15678","MO",29,79,"Grundy County, Missouri",10072
"15679","MO",29,81,"Harrison County, Missouri",8536
"15680","MO",29,83,"Henry County, Missouri",21794
"15681","MO",29,85,"Hickory County, Missouri",9254
"15682","MO",29,87,"Holt County, Missouri",4498
"15683","MO",29,89,"Howard County, Missouri",10055
"15684","MO",29,91,"Howell County, Missouri",39891
"15685","MO",29,93,"Iron County, Missouri",9979
"15686","MO",29,95,"Jackson County, Missouri",674244
"15687","MO",29,97,"Jasper County, Missouri",116067
"15688","MO",29,99,"Jefferson County, Missouri",219981
"15689","MO",29,101,"Johnson County, Missouri",50539
"15690","MO",29,103,"Knox County, Missouri",3958
"15691","MO",29,105,"Laclede County, Missouri",35120
"15692","MO",29,107,"Lafayette County, Missouri",32404
"15693","MO",29,109,"Lawrence County, Missouri",37657
"15694","MO",29,111,"Lewis County, Missouri",9969
"15695","MO",29,113,"Lincoln County, Missouri",53367
"15696","MO",29,115,"Linn County, Missouri",12324
"15697","MO",29,117,"Livingston County, Missouri",13764
"15698","MO",29,119,"McDonald County, Missouri",22604
"15699","MO",29,121,"Macon County, Missouri",15188
"15700","MO",29,123,"Madison County, Missouri",12232
"15701","MO",29,125,"Maries County, Missouri",8933
"15702","MO",29,127,"Marion County, Missouri",28164
"15703","MO",29,129,"Mercer County, Missouri",3662
"15704","MO",29,131,"Miller County, Missouri",24678
"15705","MO",29,133,"Mississippi County, Missouri",12506
"15706","MO",29,135,"Moniteau County, Missouri",14477
"15707","MO",29,137,"Monroe County, Missouri",8573
"15708","MO",29,139,"Montgomery County, Missouri",11598
"15709","MO",29,141,"Morgan County, Missouri",19908
"15710","MO",29,143,"New Madrid County, Missouri",18042
"15711","MO",29,145,"Newton County, Missouri",58120
"15712","MO",29,147,"Nodaway County, Missouri",22284
"15713","MO",29,149,"Oregon County, Missouri",10845
"15714","MO",29,151,"Osage County, Missouri",13619
"15715","MO",29,153,"Ozark County, Missouri",9480
"15716","MO",29,155,"Pemiscot County, Missouri",17657
"15717","MO",29,157,"Perry County, Missouri",18807
"15718","MO",29,159,"Pettis County, Missouri",41448
"15719","MO",29,161,"Phelps County, Missouri",44130
"15720","MO",29,163,"Pike County, Missouri",16271
"15721","MO",29,165,"Platte County, Missouri",92463
"15722","MO",29,167,"Polk County, Missouri",30705
"15723","MO",29,169,"Pulaski County, Missouri",40072
"15724","MO",29,171,"Putnam County, Missouri",4842
"15725","MO",29,173,"Ralls County, Missouri",10189
"15726","MO",29,175,"Randolph County, Missouri",23198
"15727","MO",29,177,"Ray County, Missouri",22750
"15728","MO",29,179,"Reynolds County, Missouri",6444
"15729","MO",29,181,"Ripley County, Missouri",13917
"15730","MO",29,183,"St. Charles County, Missouri",373044
"15731","MO",29,185,"St. Clair County, Missouri",9288
"15732","MO",29,186,"Ste. Genevieve County, Missouri",17783
"15733","MO",29,187,"St. Francois County, Missouri",58440
"15734","MO",29,189,"St. Louis County, Missouri",989446
"15735","MO",29,195,"Saline County, Missouri",22880
"15736","MO",29,197,"Schuyler County, Missouri",4343
"15737","MO",29,199,"Scotland County, Missouri",4778
"15738","MO",29,201,"Scott County, Missouri",38597
"15739","MO",29,203,"Shannon County, Missouri",8253
"15740","MO",29,205,"Shelby County, Missouri",5972
"15741","MO",29,207,"Stoddard County, Missouri",29436
"15742","MO",29,209,"Stone County, Missouri",31121
"15743","MO",29,211,"Sullivan County, Missouri",6455
"15744","MO",29,213,"Taney County, Missouri",53103
"15745","MO",29,215,"Texas County, Missouri",24270
"15746","MO",29,217,"Vernon County, Missouri",20403
"15747","MO",29,219,"Warren County, Missouri",32865
"15748","MO",29,221,"Washington County, Missouri",23961
"15749","MO",29,223,"Wayne County, Missouri",13255
"15750","MO",29,225,"Webster County, Missouri",35820
"15751","MO",29,227,"Worth County, Missouri",2022
"15752","MO",29,229,"Wright County, Missouri",18252
"15753","MO",29,510,"St. Louis city, Missouri",313086
"16835","MS",28,1,"Adams County, Mississippi",29616
"16836","MS",28,3,"Alcorn County, Mississippi",36788
"16837","MS",28,5,"Amite County, Mississippi",12727
"16838","MS",28,7,"Attala County, Mississippi",18868
"16839","MS",28,9,"Benton County, Mississippi",8389
"16840","MS",28,11,"Bolivar County, Mississippi",32976
"16841","MS",28,13,"Calhoun County, Mississippi",14637
"16842","MS",28,15,"Carroll County, Mississippi",10150
"16843","MS",28,17,"Chickasaw County, Mississippi",17086
"16844","MS",28,19,"Choctaw County, Mississippi",8254
"16845","MS",28,21,"Claiborne County, Mississippi",9276
"16846","MS",28,23,"Clarke County, Mississippi",16306
"16847","MS",28,25,"Clay County, Mississippi",19994
"16848","MS",28,27,"Coahoma County, Mississippi",24961
"16849","MS",28,29,"Copiah County, Mississippi",28771
"16850","MS",28,31,"Covington County, Mississippi",19222
"16851","MS",28,33,"DeSoto County, Mississippi",167763
"16852","MS",28,35,"Forrest County, Mississippi",75581
"16853","MS",28,37,"Franklin County, Mississippi",7777
"16854","MS",28,39,"George County, Mississippi",22634
"16855","MS",28,41,"Greene County, Mississippi",10820
"16856","MS",28,43,"Grenada County, Mississippi",21266
"16857","MS",28,45,"Hancock County, Mississippi",45477
"16858","MS",28,47,"Harrison County, Mississippi",188527
"16859","MS",28,49,"Hinds County, Mississippi",243324
"16860","MS",28,51,"Holmes County, Mississippi",18633
"16861","MS",28,53,"Humphreys County, Mississippi",8897
"16862","MS",28,55,"Issaquena County, Mississippi",1020
"16863","MS",28,57,"Itawamba County, Mississippi",23216
"16864","MS",28,59,"Jackson County, Mississippi",139314
"16865","MS",28,61,"Jasper County, Mississippi",16472
"16866","MS",28,63,"Jefferson County, Mississippi",7159
"16867","MS",28,65,"Jefferson Davis County, Mississippi",11830
"16868","MS",28,67,"Jones County, Mississippi",67522
"16869","MS",28,69,"Kemper County, Mississippi",9667
"16870","MS",28,71,"Lafayette County, Mississippi",50583
"16871","MS",28,73,"Lamar County, Mississippi",57938
"16872","MS",28,75,"Lauderdale County, Mississippi",76464
"16873","MS",28,77,"Lawrence County, Mississippi",12573
"16874","MS",28,79,"Leake County, Mississippi",22202
"16875","MS",28,81,"Lee County, Mississippi",84014
"16876","MS",28,83,"Leflore County, Mississippi",30856
"16877","MS",28,85,"Lincoln County, Mississippi",34172
"16878","MS",28,87,"Lowndes County, Mississippi",57903
"16879","MS",28,89,"Madison County, Mississippi",99028
"16880","MS",28,91,"Marion County, Mississippi",25353
"16881","MS",28,93,"Marshall County, Mississippi",35104
"16882","MS",28,95,"Monroe County, Mississippi",35760
"16883","MS",28,97,"Montgomery County, Mississippi",10347
"16884","MS",28,99,"Neshoba County, Mississippi",29135
"16885","MS",28,101,"Newton County, Mississippi",21473
"16886","MS",28,103,"Noxubee County, Mississippi",10946
"16887","MS",28,105,"Oktibbeha County, Mississippi",48621
"16888","MS",28,107,"Panola County, Mississippi",34174
"16889","MS",28,109,"Pearl River County, Mississippi",54332
"16890","MS",28,111,"Perry County, Mississippi",12083
"16891","MS",28,113,"Pike County, Mississippi",39469
"16892","MS",28,115,"Pontotoc County, Mississippi",30264
"16893","MS",28,117,"Prentiss County, Mississippi",25091
"16894","MS",28,119,"Quitman County, Mississippi",7587
"16895","MS",28,121,"Rankin County, Mississippi",141092
"16896","MS",28,123,"Scott County, Mississippi",28029
"16897","MS",28,125,"Sharkey County, Mississippi",4707
"16898","MS",28,127,"Simpson County, Mississippi",26768
"16899","MS",28,129,"Smith County, Mississippi",16170
"16900","MS",28,131,"Stone County, Mississippi",17417
