"","State","StateFIPS","CountyFIPS","AreaName","Insurance Coverage"
"16901","MS",28,133,"Sunflower County, Mississippi",24150
"16902","MS",28,135,"Tallahatchie County, Mississippi",10513
"16903","MS",28,137,"Tate County, Mississippi",27938
"16904","MS",28,139,"Tippah County, Mississippi",21951
"16905","MS",28,141,"Tishomingo County, Mississippi",19279
"16906","MS",28,143,"Tunica County, Mississippi",10355
"16907","MS",28,145,"Union County, Mississippi",27543
"16908","MS",28,147,"Walthall County, Mississippi",14838
"16909","MS",28,149,"Warren County, Mississippi",47593
"16910","MS",28,151,"Washington County, Mississippi",49046
"16911","MS",28,153,"Wayne County, Mississippi",20446
"16912","MS",28,155,"Webster County, Mississippi",9913
"16913","MS",28,157,"Wilkinson County, Mississippi",8340
"16914","MS",28,159,"Winston County, Mississippi",18245
"16915","MS",28,161,"Yalobusha County, Mississippi",12197
"16916","MS",28,163,"Yazoo County, Mississippi",24267
"17317","MT",30,1,"Beaverhead County, Montana",9157
"17318","MT",30,3,"Big Horn County, Montana",13020
"17319","MT",30,5,"Blaine County, Montana",6508
"17320","MT",30,7,"Broadwater County, Montana",5642
"17321","MT",30,9,"Carbon County, Montana",10200
"17322","MT",30,11,"Carter County, Montana",1206
"17323","MT",30,13,"Cascade County, Montana",78210
"17324","MT",30,15,"Chouteau County, Montana",5810
"17325","MT",30,17,"Custer County, Montana",11706
"17326","MT",30,19,"Daniels County, Montana",1724
"17327","MT",30,21,"Dawson County, Montana",9026
"17328","MT",30,23,"Deer Lodge County, Montana",8722
"17329","MT",30,25,"Fallon County, Montana",3020
"17330","MT",30,27,"Fergus County, Montana",11248
"17331","MT",30,29,"Flathead County, Montana",92729
"17332","MT",30,31,"Gallatin County, Montana",94972
"17333","MT",30,33,"Garfield County, Montana",1047
"17334","MT",30,35,"Glacier County, Montana",13539
"17335","MT",30,37,"Golden Valley County, Montana",756
"17336","MT",30,39,"Granite County, Montana",3142
"17337","MT",30,41,"Hill County, Montana",16389
"17338","MT",30,43,"Jefferson County, Montana",11333
"17339","MT",30,45,"Judith Basin County, Montana",1997
"17340","MT",30,47,"Lake County, Montana",28986
"17341","MT",30,49,"Lewis and Clark County, Montana",64717
"17342","MT",30,51,"Liberty County, Montana",2347
"17343","MT",30,53,"Lincoln County, Montana",19167
"17344","MT",30,55,"McCone County, Montana",1706
"17345","MT",30,57,"Madison County, Montana",7707
"17346","MT",30,59,"Meagher County, Montana",1873
"17347","MT",30,61,"Mineral County, Montana",4186
"17348","MT",30,63,"Missoula County, Montana",111309
"17349","MT",30,65,"Musselshell County, Montana",4756
"17350","MT",30,67,"Park County, Montana",15618
"17351","MT",30,69,"Petroleum County, Montana",443
"17352","MT",30,71,"Phillips County, Montana",4127
"17353","MT",30,73,"Pondera County, Montana",6134
"17354","MT",30,75,"Powder River County, Montana",1670
"17355","MT",30,77,"Powell County, Montana",5371
"17356","MT",30,79,"Prairie County, Montana",1353
"17357","MT",30,81,"Ravalli County, Montana",40570
"17358","MT",30,83,"Richland County, Montana",11132
"17359","MT",30,85,"Roosevelt County, Montana",10854
"17360","MT",30,87,"Rosebud County, Montana",9269
"17361","MT",30,89,"Sanders County, Montana",11210
"17362","MT",30,91,"Sheridan County, Montana",3576
"17363","MT",30,93,"Silver Bow County, Montana",33959
"17364","MT",30,95,"Stillwater County, Montana",9229
"17365","MT",30,97,"Sweet Grass County, Montana",3602
"17366","MT",30,99,"Teton County, Montana",6005
"17367","MT",30,101,"Toole County, Montana",4542
"17368","MT",30,103,"Treasure County, Montana",812
"17369","MT",30,105,"Valley County, Montana",7467
"17370","MT",30,107,"Wheatland County, Montana",2082
"17371","MT",30,109,"Wibaux County, Montana",962
"17372","MT",30,111,"Yellowstone County, Montana",151369
"17757","NC",37,1,"Alamance County, North Carolina",154193
"17758","NC",37,3,"Alexander County, North Carolina",36026
"17759","NC",37,5,"Alleghany County, North Carolina",10783
"17760","NC",37,7,"Anson County, North Carolina",24351
"17761","NC",37,9,"Ashe County, North Carolina",26853
"17762","NC",37,11,"Avery County, North Carolina",15738
"17763","NC",37,13,"Beaufort County, North Carolina",47198
"17764","NC",37,15,"Bertie County, North Carolina",19281
"17765","NC",37,17,"Bladen County, North Carolina",34298
"17766","NC",37,19,"Brunswick County, North Carolina",114974
"17767","NC",37,21,"Buncombe County, North Carolina",243514
"17768","NC",37,23,"Burke County, North Carolina",87122
"17769","NC",37,25,"Cabarrus County, North Carolina",187015
"17770","NC",37,27,"Caldwell County, North Carolina",80896
"17771","NC",37,29,"Camden County, North Carolina",9987
"17772","NC",37,31,"Carteret County, North Carolina",66448
"17773","NC",37,33,"Caswell County, North Carolina",22247
"17774","NC",37,35,"Catawba County, North Carolina",153148
"17775","NC",37,37,"Chatham County, North Carolina",66686
"17776","NC",37,39,"Cherokee County, North Carolina",26810
"17777","NC",37,41,"Chowan County, North Carolina",14388
"17778","NC",37,43,"Clay County, North Carolina",10595
"17779","NC",37,45,"Cleveland County, North Carolina",96865
"17780","NC",37,47,"Columbus County, North Carolina",54532
"17781","NC",37,49,"Craven County, North Carolina",96957
"17782","NC",37,51,"Cumberland County, North Carolina",296804
"17783","NC",37,53,"Currituck County, North Carolina",24191
"17784","NC",37,55,"Dare County, North Carolina",34706
"17785","NC",37,57,"Davidson County, North Carolina",162109
"17786","NC",37,59,"Davie County, North Carolina",41057
"17787","NC",37,61,"Duplin County, North Carolina",58825
"17788","NC",37,63,"Durham County, North Carolina",283358
"17789","NC",37,65,"Edgecombe County, North Carolina",54230
"17790","NC",37,67,"Forsyth County, North Carolina",358604
"17791","NC",37,69,"Franklin County, North Carolina",61238
"17792","NC",37,71,"Gaston County, North Carolina",207685
"17793","NC",37,73,"Gates County, North Carolina",11626
"17794","NC",37,75,"Graham County, North Carolina",8586
"17795","NC",37,77,"Granville County, North Carolina",55041
"17796","NC",37,79,"Greene County, North Carolina",19281
"17797","NC",37,81,"Guilford County, North Carolina",502863
"17798","NC",37,83,"Halifax County, North Carolina",51993
"17799","NC",37,85,"Harnett County, North Carolina",118095
"17800","NC",37,87,"Haywood County, North Carolina",58670
"17801","NC",37,89,"Henderson County, North Carolina",108640
"17802","NC",37,91,"Hertford County, North Carolina",22172
"17803","NC",37,93,"Hoke County, North Carolina",46879
"17804","NC",37,95,"Hyde County, North Carolina",5027
"17805","NC",37,97,"Iredell County, North Carolina",163879
"17806","NC",37,99,"Jackson County, North Carolina",40485
"17807","NC",37,101,"Johnston County, North Carolina",176726
"17808","NC",37,103,"Jones County, North Carolina",10063
"17809","NC",37,105,"Lee County, North Carolina",58185
"17810","NC",37,107,"Lenoir County, North Carolina",57788
"17811","NC",37,109,"Lincoln County, North Carolina",79010
"17812","NC",37,111,"McDowell County, North Carolina",44019
"17813","NC",37,113,"Macon County, North Carolina",33691
"17814","NC",37,115,"Madison County, North Carolina",20794
"17815","NC",37,117,"Martin County, North Carolina",23591
"17816","NC",37,119,"Mecklenburg County, North Carolina",984628
"17817","NC",37,121,"Mitchell County, North Carolina",15203
"17818","NC",37,123,"Montgomery County, North Carolina",26764
"17819","NC",37,125,"Moore County, North Carolina",89364
"17820","NC",37,127,"Nash County, North Carolina",93222
"17821","NC",37,129,"New Hanover County, North Carolina",210576
"17822","NC",37,131,"Northampton County, North Carolina",20251
"17823","NC",37,133,"Onslow County, North Carolina",153031
"17824","NC",37,135,"Orange County, North Carolina",137930
"17825","NC",37,137,"Pamlico County, North Carolina",12349
"17826","NC",37,139,"Pasquotank County, North Carolina",38645
"17827","NC",37,141,"Pender County, North Carolina",53499
"17828","NC",37,143,"Perquimans County, North Carolina",13381
"17829","NC",37,145,"Person County, North Carolina",38833
"17830","NC",37,147,"Pitt County, North Carolina",172537
"17831","NC",37,149,"Polk County, North Carolina",20057
"17832","NC",37,151,"Randolph County, North Carolina",141201
"17833","NC",37,153,"Richmond County, North Carolina",44736
"17834","NC",37,155,"Robeson County, North Carolina",132645
"17835","NC",37,157,"Rockingham County, North Carolina",91303
"17836","NC",37,159,"Rowan County, North Carolina",135832
"17837","NC",37,161,"Rutherford County, North Carolina",65969
"17838","NC",37,163,"Sampson County, North Carolina",63251
"17839","NC",37,165,"Scotland County, North Carolina",34137
"17840","NC",37,167,"Stanly County, North Carolina",59190
"17841","NC",37,169,"Stokes County, North Carolina",46221
"17842","NC",37,171,"Surry County, North Carolina",72423
"17843","NC",37,173,"Swain County, North Carolina",13974
"17844","NC",37,175,"Transylvania County, North Carolina",32447
"17845","NC",37,177,"Tyrrell County, North Carolina",3567
"17846","NC",37,179,"Union County, North Carolina",212475
"17847","NC",37,181,"Vance County, North Carolina",44375
"17848","NC",37,183,"Wake County, North Carolina",967390
"17849","NC",37,185,"Warren County, North Carolina",19452
"17850","NC",37,187,"Washington County, North Carolina",12530
"17851","NC",37,189,"Watauga County, North Carolina",51957
"17852","NC",37,191,"Wayne County, North Carolina",119784
"17853","NC",37,193,"Wilkes County, North Carolina",68086
"17854","NC",37,195,"Wilson County, North Carolina",80444
"17855","NC",37,197,"Yadkin County, North Carolina",37705
"17856","NC",37,199,"Yancey County, North Carolina",17426
"18662","ND",38,1,"Adams County, North Dakota",2291
"18663","ND",38,3,"Barnes County, North Dakota",10904
"18664","ND",38,5,"Benson County, North Dakota",6779
"18665","ND",38,7,"Billings County, North Dakota",969
"18666","ND",38,9,"Bottineau County, North Dakota",6465
"18667","ND",38,11,"Bowman County, North Dakota",3156
"18668","ND",38,13,"Burke County, North Dakota",2207
"18669","ND",38,15,"Burleigh County, North Dakota",86343
"18670","ND",38,17,"Cass County, North Dakota",161338
"18671","ND",38,19,"Cavalier County, North Dakota",3794
"18672","ND",38,21,"Dickey County, North Dakota",5049
"18673","ND",38,23,"Divide County, North Dakota",2257
"18674","ND",38,25,"Dunn County, North Dakota",4143
"18675","ND",38,27,"Eddy County, North Dakota",2296
"18676","ND",38,29,"Emmons County, North Dakota",3408
"18677","ND",38,31,"Foster County, North Dakota",3300
"18678","ND",38,33,"Golden Valley County, North Dakota",1767
"18679","ND",38,35,"Grand Forks County, North Dakota",67070
"18680","ND",38,37,"Grant County, North Dakota",2323
"18681","ND",38,39,"Griggs County, North Dakota",2238
"18682","ND",38,41,"Hettinger County, North Dakota",2459
"18683","ND",38,43,"Kidder County, North Dakota",2430
"18684","ND",38,45,"LaMoure County, North Dakota",4044
"18685","ND",38,47,"Logan County, North Dakota",1870
"18686","ND",38,49,"McHenry County, North Dakota",5738
"18687","ND",38,51,"McIntosh County, North Dakota",2647
"18688","ND",38,53,"McKenzie County, North Dakota",9549
"18689","ND",38,55,"McLean County, North Dakota",9261
"18690","ND",38,57,"Mercer County, North Dakota",8521
"18691","ND",38,59,"Morton County, North Dakota",28438
"18692","ND",38,61,"Mountrail County, North Dakota",9155
"18693","ND",38,63,"Nelson County, North Dakota",2966
"18694","ND",38,65,"Oliver County, North Dakota",1819
"18695","ND",38,67,"Pembina County, North Dakota",7042
"18696","ND",38,69,"Pierce County, North Dakota",4204
"18697","ND",38,71,"Ramsey County, North Dakota",11065
"18698","ND",38,73,"Ransom County, North Dakota",5301
"18699","ND",38,75,"Renville County, North Dakota",2481
"18700","ND",38,77,"Richland County, North Dakota",16147
"18701","ND",38,79,"Rolette County, North Dakota",14374
"18702","ND",38,81,"Sargent County, North Dakota",3837
"18703","ND",38,83,"Sheridan County, North Dakota",1337
"18704","ND",38,85,"Sioux County, North Dakota",4333
"18705","ND",38,87,"Slope County, North Dakota",673
"18706","ND",38,89,"Stark County, North Dakota",28174
"18707","ND",38,91,"Steele County, North Dakota",1979
"18708","ND",38,93,"Stutsman County, North Dakota",20163
"18709","ND",38,95,"Towner County, North Dakota",2259
"18710","ND",38,97,"Traill County, North Dakota",7897
"18711","ND",38,99,"Walsh County, North Dakota",10827
"18712","ND",38,101,"Ward County, North Dakota",63839
"18713","ND",38,103,"Wells County, North Dakota",4119
"18714","ND",38,105,"Williams County, North Dakota",29262
"19137","NE",31,1,"Adams County, Nebraska",31158
"19138","NE",31,3,"Antelope County, Nebraska",6389
"19139","NE",31,5,"Arthur County, Nebraska",448
"19140","NE",31,7,"Banner County, Nebraska",820
"19141","NE",31,9,"Blaine County, Nebraska",551
"19142","NE",31,11,"Boone County, Nebraska",5275
"19143","NE",31,13,"Box Butte County, Nebraska",11146
"19144","NE",31,15,"Boyd County, Nebraska",2012
"19145","NE",31,17,"Brown County, Nebraska",3034
"19146","NE",31,19,"Buffalo County, Nebraska",47356
"19147","NE",31,21,"Burt County, Nebraska",6545
"19148","NE",31,23,"Butler County, Nebraska",8085
"19149","NE",31,25,"Cass County, Nebraska",24929
"19150","NE",31,27,"Cedar County, Nebraska",8527
"19151","NE",31,29,"Chase County, Nebraska",3830
"19152","NE",31,31,"Cherry County, Nebraska",5711
"19153","NE",31,33,"Cheyenne County, Nebraska",9978
"19154","NE",31,35,"Clay County, Nebraska",6278
"19155","NE",31,37,"Colfax County, Nebraska",10432
"19156","NE",31,39,"Cuming County, Nebraska",8927
"19157","NE",31,41,"Custer County, Nebraska",10679
"19158","NE",31,43,"Dakota County, Nebraska",20582
"19159","NE",31,45,"Dawes County, Nebraska",9061
"19160","NE",31,47,"Dawson County, Nebraska",23795
"19161","NE",31,49,"Deuel County, Nebraska",1925
"19162","NE",31,51,"Dixon County, Nebraska",5781
"19163","NE",31,53,"Dodge County, Nebraska",36136
"19164","NE",31,55,"Douglas County, Nebraska",531473
"19165","NE",31,57,"Dundy County, Nebraska",1977
"19166","NE",31,59,"Fillmore County, Nebraska",5465
"19167","NE",31,61,"Franklin County, Nebraska",3043
"19168","NE",31,63,"Frontier County, Nebraska",2564
"19169","NE",31,65,"Furnas County, Nebraska",4805
"19170","NE",31,67,"Gage County, Nebraska",21533
"19171","NE",31,69,"Garden County, Nebraska",1782
"19172","NE",31,71,"Garfield County, Nebraska",1898
"19173","NE",31,73,"Gosper County, Nebraska",1938
"19174","NE",31,75,"Grant County, Nebraska",769
"19175","NE",31,77,"Greeley County, Nebraska",2443
"19176","NE",31,79,"Hall County, Nebraska",60015
"19177","NE",31,81,"Hamilton County, Nebraska",8957
"19178","NE",31,83,"Harlan County, Nebraska",3405
"19179","NE",31,85,"Hayes County, Nebraska",1084
"19180","NE",31,87,"Hitchcock County, Nebraska",2845
"19181","NE",31,89,"Holt County, Nebraska",10233
"19182","NE",31,91,"Hooker County, Nebraska",654
"19183","NE",31,93,"Howard County, Nebraska",6327
"19184","NE",31,95,"Jefferson County, Nebraska",7320
"19185","NE",31,97,"Johnson County, Nebraska",4014
"19186","NE",31,99,"Kearney County, Nebraska",6466
"19187","NE",31,101,"Keith County, Nebraska",8084
"19188","NE",31,103,"Keya Paha County, Nebraska",711
"19189","NE",31,105,"Kimball County, Nebraska",3662
"19190","NE",31,107,"Knox County, Nebraska",8325
"19191","NE",31,109,"Lancaster County, Nebraska",293703
"19192","NE",31,111,"Lincoln County, Nebraska",35503
"19193","NE",31,113,"Logan County, Nebraska",850
"19194","NE",31,115,"Loup County, Nebraska",548
"19195","NE",31,117,"McPherson County, Nebraska",433
"19196","NE",31,119,"Madison County, Nebraska",34466
"19197","NE",31,121,"Merrick County, Nebraska",7661
"19198","NE",31,123,"Morrill County, Nebraska",4722
"19199","NE",31,125,"Nance County, Nebraska",3542
"19200","NE",31,127,"Nemaha County, Nebraska",7050
"19201","NE",31,129,"Nuckolls County, Nebraska",4309
"19202","NE",31,131,"Otoe County, Nebraska",15553
"19203","NE",31,133,"Pawnee County, Nebraska",2685
"19204","NE",31,135,"Perkins County, Nebraska",2883
"19205","NE",31,137,"Phelps County, Nebraska",8985
"19206","NE",31,139,"Pierce County, Nebraska",7050
"19207","NE",31,141,"Platte County, Nebraska",32343
"19208","NE",31,143,"Polk County, Nebraska",5156
"19209","NE",31,145,"Red Willow County, Nebraska",10685
"19210","NE",31,147,"Richardson County, Nebraska",8046
"19211","NE",31,149,"Rock County, Nebraska",1365
"19212","NE",31,151,"Saline County, Nebraska",14051
"19213","NE",31,153,"Sarpy County, Nebraska",165200
"19214","NE",31,155,"Saunders County, Nebraska",20614
"19215","NE",31,157,"Scotts Bluff County, Nebraska",36087
"19216","NE",31,159,"Seward County, Nebraska",16732
"19217","NE",31,161,"Sheridan County, Nebraska",5195
"19218","NE",31,163,"Sherman County, Nebraska",3049
"19219","NE",31,165,"Sioux County, Nebraska",1249
"19220","NE",31,167,"Stanton County, Nebraska",6067
"19221","NE",31,169,"Thayer County, Nebraska",5028
"19222","NE",31,171,"Thomas County, Nebraska",675
"19223","NE",31,173,"Thurston County, Nebraska",6890
"19224","NE",31,175,"Valley County, Nebraska",4210
"19225","NE",31,177,"Washington County, Nebraska",20069
"19226","NE",31,179,"Wayne County, Nebraska",9385
"19227","NE",31,181,"Webster County, Nebraska",3610
"19228","NE",31,183,"Wheeler County, Nebraska",847
"19229","NE",31,185,"York County, Nebraska",13256
"19838","NH",33,1,"Belknap County, New Hampshire",59655
"19839","NH",33,3,"Carroll County, New Hampshire",47097
"19840","NH",33,5,"Cheshire County, New Hampshire",75685
"19841","NH",33,7,"Coos County, New Hampshire",30371
"19842","NH",33,9,"Grafton County, New Hampshire",88498
"19843","NH",33,11,"Hillsborough County, New Hampshire",400028
"19844","NH",33,13,"Merrimack County, New Hampshire",144174
"19845","NH",33,15,"Rockingham County, New Hampshire",296931
"19846","NH",33,17,"Strafford County, New Hampshire",123914
"19847","NH",33,19,"Sullivan County, New Hampshire",42704
"19961","NJ",34,1,"Atlantic County, New Jersey",272459
"19962","NJ",34,3,"Bergen County, New Jersey",920477
"19963","NJ",34,5,"Burlington County, New Jersey",436086
"19964","NJ",34,7,"Camden County, New Jersey",506316
"19965","NJ",34,9,"Cape May County, New Jersey",93627
"19966","NJ",34,11,"Cumberland County, New Jersey",145461
"19967","NJ",34,13,"Essex County, New Jersey",780124
"19968","NJ",34,15,"Gloucester County, New Jersey",288920
"19969","NJ",34,17,"Hudson County, New Jersey",659054
"19970","NJ",34,19,"Hunterdon County, New Jersey",122298
"19971","NJ",34,21,"Mercer County, New Jersey",363188
"19972","NJ",34,23,"Middlesex County, New Jersey",820703
"19973","NJ",34,25,"Monmouth County, New Jersey",624974
"19974","NJ",34,27,"Morris County, New Jersey",494204
"19975","NJ",34,29,"Ocean County, New Jersey",578118
"19976","NJ",34,31,"Passaic County, New Jersey",503836
"19977","NJ",34,33,"Salem County, New Jersey",63928
"19978","NJ",34,35,"Somerset County, New Jersey",327821
"19979","NJ",34,37,"Sussex County, New Jersey",144580
"19980","NJ",34,39,"Union County, New Jersey",544225
"19981","NJ",34,41,"Warren County, New Jersey",106205
"20558","NM",35,1,"Bernalillo County, New Mexico",666484
"20559","NM",35,3,"Catron County, New Mexico",3574
"20560","NM",35,5,"Chaves County, New Mexico",64821
"20561","NM",35,6,"Cibola County, New Mexico",25636
"20562","NM",35,7,"Colfax County, New Mexico",12541
"20563","NM",35,9,"Curry County, New Mexico",47988
"20564","NM",35,11,"De Baca County, New Mexico",1995
"20565","NM",35,13,"Doña Ana County, New Mexico",210603
"20566","NM",35,15,"Eddy County, New Mexico",55089
"20567","NM",35,17,"Grant County, New Mexico",28738
"20568","NM",35,19,"Guadalupe County, New Mexico",3922
"20569","NM",35,21,"Harding County, New Mexico",564
"20570","NM",35,23,"Hidalgo County, New Mexico",4523
"20571","NM",35,25,"Lea County, New Mexico",66553
"20572","NM",35,27,"Lincoln County, New Mexico",19790
"20573","NM",35,28,"Los Alamos County, New Mexico",17827
"20574","NM",35,29,"Luna County, New Mexico",24422
"20575","NM",35,31,"McKinley County, New Mexico",73637
"20576","NM",35,33,"Mora County, New Mexico",4660
"20577","NM",35,35,"Otero County, New Mexico",60517
"20578","NM",35,37,"Quay County, New Mexico",8663
"20579","NM",35,39,"Rio Arriba County, New Mexico",39683
"20580","NM",35,41,"Roosevelt County, New Mexico",19424
"20581","NM",35,43,"Sandoval County, New Mexico",135852
"20582","NM",35,45,"San Juan County, New Mexico",123783
"20583","NM",35,47,"San Miguel County, New Mexico",28105
"20584","NM",35,49,"Santa Fe County, New Mexico",145285
"20585","NM",35,51,"Sierra County, New Mexico",11374
"20586","NM",35,53,"Socorro County, New Mexico",17392
"20587","NM",35,55,"Taos County, New Mexico",32739
"20588","NM",35,57,"Torrance County, New Mexico",15096
"20589","NM",35,59,"Union County, New Mexico",3722
"20590","NM",35,61,"Valencia County, New Mexico",74700
"21067","NV",32,1,"Churchill County, Nevada",23345
"21068","NV",32,3,"Clark County, Nevada",2012107
"21069","NV",32,5,"Douglas County, Nevada",46896
"21070","NV",32,7,"Elko County, Nevada",50942
"21071","NV",32,9,"Esmeralda County, Nevada",1136
"21072","NV",32,11,"Eureka County, Nevada",1664
"21073","NV",32,13,"Humboldt County, Nevada",16839
"21074","NV",32,15,"Lander County, Nevada",5908
"21075","NV",32,17,"Lincoln County, Nevada",4819
"21076","NV",32,19,"Lyon County, Nevada",51338
"21077","NV",32,21,"Mineral County, Nevada",4484
"21078","NV",32,23,"Nye County, Nevada",42252
"21079","NV",32,27,"Pershing County, Nevada",4779
"21080","NV",32,29,"Storey County, Nevada",3905
"21081","NV",32,31,"Washoe County, Nevada",432043
"21082","NV",32,33,"White Pine County, Nevada",8662
"21083","NV",32,510,"Carson City, Nevada",52581
"21240","NY",36,1,"Albany County, New York",303811
"21241","NY",36,3,"Allegany County, New York",47597
"21242","NY",36,5,"Bronx County, New York",1406091
"21243","NY",36,7,"Broome County, New York",195125
"21244","NY",36,9,"Cattaraugus County, New York",78228
"21245","NY",36,11,"Cayuga County, New York",75997
"21246","NY",36,13,"Chautauqua County, New York",130012
"21247","NY",36,15,"Chemung County, New York",83978
"21248","NY",36,17,"Chenango County, New York",48980
"21249","NY",36,19,"Clinton County, New York",77192
"21250","NY",36,21,"Columbia County, New York",60471
"21251","NY",36,23,"Cortland County, New York",48573
"21252","NY",36,25,"Delaware County, New York",46366
"21253","NY",36,27,"Dutchess County, New York",289320
"21254","NY",36,29,"Erie County, New York",909999
"21255","NY",36,31,"Essex County, New York",36689
"21256","NY",36,33,"Franklin County, New York",46449
"21257","NY",36,35,"Fulton County, New York",53767
"21258","NY",36,37,"Genesee County, New York",58923
"21259","NY",36,39,"Greene County, New York",45396
"21260","NY",36,41,"Hamilton County, New York",4736
"21261","NY",36,43,"Herkimer County, New York",63372
"21262","NY",36,45,"Jefferson County, New York",106421
"21263","NY",36,47,"Kings County, New York",2585048
"21264","NY",36,49,"Lewis County, New York",26772
"21265","NY",36,51,"Livingston County, New York",62337
"21266","NY",36,53,"Madison County, New York",71788
"21267","NY",36,55,"Monroe County, New York",742169
"21268","NY",36,57,"Montgomery County, New York",49025
"21269","NY",36,59,"Nassau County, New York",1344466
"21270","NY",36,61,"New York County, New York",1618623
"21271","NY",36,63,"Niagara County, New York",212045
"21272","NY",36,65,"Oneida County, New York",225782
"21273","NY",36,67,"Onondaga County, New York",463030
"21274","NY",36,69,"Ontario County, New York",108183
"21275","NY",36,71,"Orange County, New York",365674
"21276","NY",36,73,"Orleans County, New York",39378
"21277","NY",36,75,"Oswego County, New York",120399
"21278","NY",36,77,"Otsego County, New York",60741
"21279","NY",36,79,"Putnam County, New York",98830
"21280","NY",36,81,"Queens County, New York",2286325
"21281","NY",36,83,"Rensselaer County, New York",158130
"21282","NY",36,85,"Richmond County, New York",468626
"21283","NY",36,87,"Rockland County, New York",318078
"21284","NY",36,89,"St. Lawrence County, New York",108388
"21285","NY",36,91,"Saratoga County, New York",220444
"21286","NY",36,93,"Schenectady County, New York",153072
"21287","NY",36,95,"Schoharie County, New York",31801
"21288","NY",36,97,"Schuyler County, New York",18089
"21289","NY",36,99,"Seneca County, New York",32465
"21290","NY",36,101,"Steuben County, New York",97509
"21291","NY",36,103,"Suffolk County, New York",1486195
"21292","NY",36,105,"Sullivan County, New York",74047
"21293","NY",36,107,"Tioga County, New York",49835
"21294","NY",36,109,"Tompkins County, New York",102995
"21295","NY",36,111,"Ulster County, New York",176979
"21296","NY",36,113,"Warren County, New York",64588
"21297","NY",36,115,"Washington County, New York",59719
"21298","NY",36,117,"Wayne County, New York",91351
"21299","NY",36,119,"Westchester County, New York",954315
"21300","NY",36,121,"Wyoming County, New York",37747
"21301","NY",36,123,"Yates County, New York",24829
"22563","OH",39,1,"Adams County, Ohio",27966
"22564","OH",39,3,"Allen County, Ohio",102608
"22565","OH",39,5,"Ashland County, Ohio",52672
"22566","OH",39,7,"Ashtabula County, Ohio",96631
"22567","OH",39,9,"Athens County, Ohio",64283
"22568","OH",39,11,"Auglaize County, Ohio",45362
"22569","OH",39,13,"Belmont County, Ohio",65769
"22570","OH",39,15,"Brown County, Ohio",43699
"22571","OH",39,17,"Butler County, Ohio",369325
"22572","OH",39,19,"Carroll County, Ohio",28078
"22573","OH",39,21,"Champaign County, Ohio",38910
"22574","OH",39,23,"Clark County, Ohio",135060
"22575","OH",39,25,"Clermont County, Ohio",199032
"22576","OH",39,27,"Clinton County, Ohio",41579
"22577","OH",39,29,"Columbiana County, Ohio",102521
"22578","OH",39,31,"Coshocton County, Ohio",36342
"22579","OH",39,33,"Crawford County, Ohio",42194
"22580","OH",39,35,"Cuyahoga County, Ohio",1247668
"22581","OH",39,37,"Darke County, Ohio",51745
"22582","OH",39,39,"Defiance County, Ohio",38359
"22583","OH",39,41,"Delaware County, Ohio",184495
"22584","OH",39,43,"Erie County, Ohio",75209
"22585","OH",39,45,"Fairfield County, Ohio",146490
"22586","OH",39,47,"Fayette County, Ohio",28270
"22587","OH",39,49,"Franklin County, Ohio",1207823
"22588","OH",39,51,"Fulton County, Ohio",42103
"22589","OH",39,53,"Gallia County, Ohio",30146
"22590","OH",39,55,"Geauga County, Ohio",93257
"22591","OH",39,57,"Greene County, Ohio",160236
"22592","OH",39,59,"Guernsey County, Ohio",39143
"22593","OH",39,61,"Hamilton County, Ohio",796192
"22594","OH",39,63,"Hancock County, Ohio",74608
"22595","OH",39,65,"Hardin County, Ohio",31532
"22596","OH",39,67,"Harrison County, Ohio",15381
"22597","OH",39,69,"Henry County, Ohio",27653
"22598","OH",39,71,"Highland County, Ohio",42754
"22599","OH",39,73,"Hocking County, Ohio",28231
"22600","OH",39,75,"Holmes County, Ohio",42660
"22601","OH",39,77,"Huron County, Ohio",58421
"22602","OH",39,79,"Jackson County, Ohio",32525
"22603","OH",39,81,"Jefferson County, Ohio",67317
"22604","OH",39,83,"Knox County, Ohio",60426
"22605","OH",39,85,"Lake County, Ohio",227379
"22606","OH",39,87,"Lawrence County, Ohio",61243
"22607","OH",39,89,"Licking County, Ohio",167366
"22608","OH",39,91,"Logan County, Ohio",45170
"22609","OH",39,93,"Lorain County, Ohio",296570
"22610","OH",39,95,"Lucas County, Ohio",430966
"22611","OH",39,97,"Madison County, Ohio",38523
"22612","OH",39,99,"Mahoning County, Ohio",229043
"22613","OH",39,101,"Marion County, Ohio",59800
"22614","OH",39,103,"Medina County, Ohio",173724
"22615","OH",39,105,"Meigs County, Ohio",23265
"22616","OH",39,107,"Mercer County, Ohio",40492
"22617","OH",39,109,"Miami County, Ohio",102709
"22618","OH",39,111,"Monroe County, Ohio",14401
"22619","OH",39,113,"Montgomery County, Ohio",525410
"22620","OH",39,115,"Morgan County, Ohio",14725
"22621","OH",39,117,"Morrow County, Ohio",34697
"22622","OH",39,119,"Muskingum County, Ohio",85156
"22623","OH",39,121,"Noble County, Ohio",11978
"22624","OH",39,123,"Ottawa County, Ohio",40733
"22625","OH",39,125,"Paulding County, Ohio",19063
"22626","OH",39,127,"Perry County, Ohio",35749
"22627","OH",39,129,"Pickaway County, Ohio",52367
"22628","OH",39,131,"Pike County, Ohio",28014
"22629","OH",39,133,"Portage County, Ohio",160856
"22630","OH",39,135,"Preble County, Ohio",41353
