"","State","StateFIPS","CountyFIPS","AreaName","Total Population","Total Male","Total Female","Median Age","Median Age_Male","Median Age_Female"
"449","AL",1,71,"Jackson County, Alabama",52860,26076,26784,"42.2","40.4","44.1"
"450","AL",1,73,"Jefferson County, Alabama",659026,311581,347445,"37.4","35.7","39.1"
"451","AL",1,75,"Lamar County, Alabama",14133,6832,7301,"43.7","42.7","44.3"
"452","AL",1,77,"Lauderdale County, Alabama",92737,44419,48318,"41.1","39.4","42.7"
"453","AL",1,79,"Lawrence County, Alabama",33586,16421,17165,"41.7","40.8","42.5"
"454","AL",1,81,"Lee County, Alabama",150982,74277,76705,"30.3","29.2","31.7"
"455","AL",1,83,"Limestone County, Alabama",88805,44626,44179,"39.0","37.5","40.4"
"456","AL",1,85,"Lowndes County, Alabama",10742,5125,5617,"39.5","37.8","41.2"
"457","AL",1,87,"Macon County, Alabama",20018,9166,10852,"37.5","35.6","38.8"
"458","AL",1,89,"Madison County, Alabama",346438,169422,177016,"37.8","36.4","39.3"
"459","AL",1,91,"Marengo County, Alabama",20306,9452,10854,"42.2","41.0","43.0"
"460","AL",1,93,"Marion County, Alabama",30387,15004,15383,"44.1","42.9","44.7"
"461","AL",1,95,"Marshall County, Alabama",94318,46409,47909,"38.8","37.4","40.2"
"462","AL",1,97,"Mobile County, Alabama",414251,198216,216035,"37.0","35.7","38.3"
"463","AL",1,99,"Monroe County, Alabama",22217,10639,11578,"41.1","39.3","41.8"
"464","AL",1,101,"Montgomery County, Alabama",228138,108296,119842,"35.2","33.5","36.6"
"465","AL",1,103,"Morgan County, Alabama",119786,58814,60972,"39.5","38.0","41.4"
"466","AL",1,105,"Perry County, Alabama",10038,4651,5387,"36.3","35.3","38.5"
"467","AL",1,107,"Pickens County, Alabama",19856,9657,10199,"42.4","41.5","43.7"
"468","AL",1,109,"Pike County, Alabama",33155,15818,17337,"31.3","30.1","32.8"
"469","AL",1,111,"Randolph County, Alabama",22648,11090,11558,"42.8","42.0","44.4"
"470","AL",1,113,"Russell County, Alabama",58302,28347,29955,"34.8","33.2","36.2"
"471","AL",1,115,"St. Clair County, Alabama",85864,43141,42723,"39.8","39.1","41.0"
"472","AL",1,117,"Shelby County, Alabama",203530,99134,104396,"37.9","37.2","38.6"
"473","AL",1,119,"Sumter County, Alabama",13341,5905,7436,"36.7","36.0","38.7"
"474","AL",1,121,"Talladega County, Alabama",81437,39494,41943,"40.9","40.1","41.5"
"475","AL",1,123,"Tallapoosa County, Alabama",41153,19593,21560,"42.8","42.4","43.3"
"476","AL",1,125,"Tuscaloosa County, Alabama",200458,96781,103677,"31.9","30.4","33.2"
"477","AL",1,127,"Walker County, Alabama",65923,32013,33910,"42.4","41.4","43.6"
"478","AL",1,129,"Washington County, Alabama",16997,8490,8507,"40.9","38.9","43.3"
"479","AL",1,131,"Wilcox County, Alabama",11235,5376,5859,"40.2","37.5","42.2"
"480","AL",1,133,"Winston County, Alabama",24130,11876,12254,"43.9","43.3","44.7"
"1107","AR",5,1,"Arkansas County, Arkansas",18731,8936,9795,"41.4","40.5","41.7"
"1108","AR",5,3,"Ashley County, Arkansas",21229,10185,11044,"41.4","40.2","42.1"
"1109","AR",5,5,"Baxter County, Arkansas",41040,19811,21229,"51.5","50.2","52.4"
"1110","AR",5,7,"Benton County, Arkansas",238198,117781,120417,"35.0","34.3","35.7"
"1111","AR",5,9,"Boone County, Arkansas",37227,18138,19089,"41.4","40.4","42.7"
"1112","AR",5,11,"Bradley County, Arkansas",11206,5534,5672,"40.6","38.2","43.6"
"1113","AR",5,13,"Calhoun County, Arkansas",5245,2692,2553,"44.9","40.7","47.0"
"1114","AR",5,15,"Carroll County, Arkansas",27635,13535,14100,"44.2","43.7","44.9"
"1115","AR",5,17,"Chicot County, Arkansas",11353,5577,5776,"43.4","40.6","46.0"
"1116","AR",5,19,"Clark County, Arkansas",22751,10786,11965,"34.0","32.6","35.6"
"1117","AR",5,21,"Clay County, Arkansas",15400,7588,7812,"43.8","42.8","45.5"
"1118","AR",5,23,"Cleburne County, Arkansas",25711,12842,12869,"47.1","46.1","48.8"
"1119","AR",5,25,"Cleveland County, Arkansas",8510,4234,4276,"42.4","41.6","42.9"
"1120","AR",5,27,"Columbia County, Arkansas",24327,11569,12758,"36.0","33.7","37.6"
"1121","AR",5,29,"Conway County, Arkansas",21110,10346,10764,"40.7","38.9","42.4"
"1122","AR",5,31,"Craighead County, Arkansas",101409,49362,52047,"33.5","32.2","35.1"
"1123","AR",5,33,"Crawford County, Arkansas",61748,30269,31479,"38.8","37.9","39.8"
"1124","AR",5,35,"Crittenden County, Arkansas",49765,23482,26283,"34.6","33.4","35.4"
"1125","AR",5,37,"Cross County, Arkansas",17467,8384,9083,"40.1","38.5","41.8"
"1126","AR",5,39,"Dallas County, Arkansas",7868,3877,3991,"43.4","41.4","45.3"
"1127","AR",5,41,"Desha County, Arkansas",12379,5741,6638,"39.4","39.5","39.3"
"1128","AR",5,43,"Drew County, Arkansas",18740,9215,9525,"37.5","34.1","39.3"
"1129","AR",5,45,"Faulkner County, Arkansas",119343,58488,60855,"31.6","31.1","32.1"
"1130","AR",5,47,"Franklin County, Arkansas",17866,8797,9069,"40.4","39.2","41.6"
"1131","AR",5,49,"Fulton County, Arkansas",12224,6055,6169,"48.0","46.4","48.7"
"1132","AR",5,51,"Garland County, Arkansas",96954,46921,50033,"44.1","42.4","45.6"
"1133","AR",5,53,"Grant County, Arkansas",18054,8875,9179,"39.6","39.2","40.4"
"1134","AR",5,55,"Greene County, Arkansas",43382,21477,21905,"38.3","37.1","39.5"
"1135","AR",5,57,"Hempstead County, Arkansas",22336,10787,11549,"39.1","37.6","39.8"
"1136","AR",5,59,"Hot Spring County, Arkansas",33316,17089,16227,"40.9","38.8","42.5"
"1137","AR",5,61,"Howard County, Arkansas",13555,6596,6959,"38.6","38.2","39.3"
"1138","AR",5,63,"Independence County, Arkansas",36952,18064,18888,"38.7","37.5","40.3"
"1139","AR",5,65,"Izard County, Arkansas",13480,6997,6483,"48.1","45.9","50.4"
"1140","AR",5,67,"Jackson County, Arkansas",17597,8737,8860,"41.0","40.2","42.1"
"1141","AR",5,69,"Jefferson County, Arkansas",73548,36165,37383,"38.5","36.3","40.4"
"1142","AR",5,71,"Johnson County, Arkansas",25930,12834,13096,"38.1","36.9","39.0"
"1143","AR",5,73,"Lafayette County, Arkansas",7270,3534,3736,"45.0","43.3","46.4"
"1144","AR",5,75,"Lawrence County, Arkansas",17029,8303,8726,"41.1","38.9","42.9"
"1145","AR",5,77,"Lee County, Arkansas",9966,5561,4405,"40.6","37.9","44.7"
"1146","AR",5,79,"Lincoln County, Arkansas",14062,8596,5466,"37.5","36.3","41.3"
"1147","AR",5,81,"Little River County, Arkansas",12720,6384,6336,"41.7","38.5","43.1"
"1148","AR",5,83,"Logan County, Arkansas",22001,11022,10979,"42.8","42.4","43.8"
"1149","AR",5,85,"Lonoke County, Arkansas",70691,34831,35860,"35.5","34.2","36.5"
"1150","AR",5,87,"Madison County, Arkansas",15702,7865,7837,"41.8","40.9","42.6"
"1151","AR",5,89,"Marion County, Arkansas",16458,8172,8286,"51.3","50.7","52.1"
"1152","AR",5,91,"Miller County, Arkansas",43652,21540,22112,"37.8","36.3","40.2"
"1153","AR",5,93,"Mississippi County, Arkansas",44864,21815,23049,"35.6","34.0","37.1"
"1154","AR",5,95,"Monroe County, Arkansas",7713,3642,4071,"45.2","43.7","46.9"
"1155","AR",5,97,"Montgomery County, Arkansas",9197,4547,4650,"48.5","47.7","49.1"
"1156","AR",5,99,"Nevada County, Arkansas",8793,4367,4426,"41.8","39.1","44.5"
"1157","AR",5,101,"Newton County, Arkansas",8052,4035,4017,"47.7","46.7","49.1"
"1158","AR",5,103,"Ouachita County, Arkansas",25044,11790,13254,"42.7","41.6","43.6"
"1159","AR",5,105,"Perry County, Arkansas",10300,5133,5167,"43.1","41.8","44.6"
"1160","AR",5,107,"Phillips County, Arkansas",20391,9529,10862,"37.8","35.1","39.6"
"1161","AR",5,109,"Pike County, Arkansas",11087,5420,5667,"41.4","41.2","41.7"
"1162","AR",5,111,"Poinsett County, Arkansas",24210,11819,12391,"40.2","38.7","41.9"
"1163","AR",5,113,"Polk County, Arkansas",20364,9929,10435,"43.1","42.4","44.8"
"1164","AR",5,115,"Pope County, Arkansas",62830,31083,31747,"35.2","34.2","36.5"
"1165","AR",5,117,"Prairie County, Arkansas",8402,4137,4265,"45.4","44.9","46.7"
"1166","AR",5,119,"Pulaski County, Arkansas",390463,187292,203171,"36.4","34.8","37.9"
"1167","AR",5,121,"Randolph County, Arkansas",17695,8678,9017,"42.9","40.3","44.5"
"1168","AR",5,123,"St. Francis County, Arkansas",27345,14996,12349,"37.5","36.6","39.6"
"1169","AR",5,125,"Saline County, Arkansas",113833,55920,57913,"38.7","38.2","39.3"
"1170","AR",5,127,"Scott County, Arkansas",10870,5557,5313,"41.3","40.1","42.9"
"1171","AR",5,129,"Searcy County, Arkansas",7965,3984,3981,"47.0","46.0","47.6"
"1172","AR",5,131,"Sebastian County, Arkansas",127273,62355,64918,"36.9","35.8","38.3"
"1173","AR",5,133,"Sevier County, Arkansas",17268,8563,8705,"34.9","33.8","35.7"
"1174","AR",5,135,"Sharp County, Arkansas",17055,8302,8753,"47.2","46.5","47.9"
"1175","AR",5,137,"Stone County, Arkansas",12512,6340,6172,"48.5","47.4","50.0"
"1176","AR",5,139,"Union County, Arkansas",40633,19640,20993,"39.7","38.3","41.1"
"1177","AR",5,141,"Van Buren County, Arkansas",17002,8402,8600,"47.1","46.4","47.8"
"1178","AR",5,143,"Washington County, Arkansas",216432,108144,108288,"31.2","30.5","32.0"
"1179","AR",5,145,"White County, Arkansas",78660,38736,39924,"36.2","35.0","37.2"
"1180","AR",5,147,"Woodruff County, Arkansas",6983,3380,3603,"43.9","42.0","45.5"
