"","State","StateFIPS","CountyFIPS","AreaName","Poverty"
"16913","MS",28,157,"Wilkinson County, Mississippi",2687
"16914","MS",28,159,"Winston County, Mississippi",5389
"16915","MS",28,161,"Yalobusha County, Mississippi",2472
"16916","MS",28,163,"Yazoo County, Mississippi",8017
"17317","MT",30,1,"Beaverhead County, Montana",1446
"17318","MT",30,3,"Big Horn County, Montana",3788
"17319","MT",30,5,"Blaine County, Montana",1795
"17320","MT",30,7,"Broadwater County, Montana",556
"17321","MT",30,9,"Carbon County, Montana",1137
"17322","MT",30,11,"Carter County, Montana",141
"17323","MT",30,13,"Cascade County, Montana",12212
"17324","MT",30,15,"Chouteau County, Montana",1341
"17325","MT",30,17,"Custer County, Montana",1298
"17326","MT",30,19,"Daniels County, Montana",100
"17327","MT",30,21,"Dawson County, Montana",1210
"17328","MT",30,23,"Deer Lodge County, Montana",1499
"17329","MT",30,25,"Fallon County, Montana",198
"17330","MT",30,27,"Fergus County, Montana",1287
"17331","MT",30,29,"Flathead County, Montana",12307
"17332","MT",30,31,"Gallatin County, Montana",12125
"17333","MT",30,33,"Garfield County, Montana",96
"17334","MT",30,35,"Glacier County, Montana",4447
"17335","MT",30,37,"Golden Valley County, Montana",201
"17336","MT",30,39,"Granite County, Montana",466
"17337","MT",30,41,"Hill County, Montana",3400
"17338","MT",30,43,"Jefferson County, Montana",1068
"17339","MT",30,45,"Judith Basin County, Montana",281
"17340","MT",30,47,"Lake County, Montana",6509
"17341","MT",30,49,"Lewis and Clark County, Montana",7803
"17342","MT",30,51,"Liberty County, Montana",416
"17343","MT",30,53,"Lincoln County, Montana",3554
"17344","MT",30,55,"McCone County, Montana",151
"17345","MT",30,57,"Madison County, Montana",820
"17346","MT",30,59,"Meagher County, Montana",265
"17347","MT",30,61,"Mineral County, Montana",721
"17348","MT",30,63,"Missoula County, Montana",17414
"17349","MT",30,65,"Musselshell County, Montana",774
"17350","MT",30,67,"Park County, Montana",1918
"17351","MT",30,69,"Petroleum County, Montana",30
"17352","MT",30,71,"Phillips County, Montana",651
"17353","MT",30,73,"Pondera County, Montana",1283
"17354","MT",30,75,"Powder River County, Montana",155
"17355","MT",30,77,"Powell County, Montana",735
"17356","MT",30,79,"Prairie County, Montana",239
"17357","MT",30,81,"Ravalli County, Montana",7308
"17358","MT",30,83,"Richland County, Montana",1264
"17359","MT",30,85,"Roosevelt County, Montana",3007
"17360","MT",30,87,"Rosebud County, Montana",1893
"17361","MT",30,89,"Sanders County, Montana",2497
"17362","MT",30,91,"Sheridan County, Montana",373
"17363","MT",30,93,"Silver Bow County, Montana",6771
"17364","MT",30,95,"Stillwater County, Montana",721
"17365","MT",30,97,"Sweet Grass County, Montana",458
"17366","MT",30,99,"Teton County, Montana",723
"17367","MT",30,101,"Toole County, Montana",866
"17368","MT",30,103,"Treasure County, Montana",178
"17369","MT",30,105,"Valley County, Montana",885
"17370","MT",30,107,"Wheatland County, Montana",410
"17371","MT",30,109,"Wibaux County, Montana",145
"17372","MT",30,111,"Yellowstone County, Montana",17250
"17757","NC",37,1,"Alamance County, North Carolina",29042
"17758","NC",37,3,"Alexander County, North Carolina",6191
"17759","NC",37,5,"Alleghany County, North Carolina",1986
"17760","NC",37,7,"Anson County, North Carolina",5865
"17761","NC",37,9,"Ashe County, North Carolina",5510
"17762","NC",37,11,"Avery County, North Carolina",2350
"17763","NC",37,13,"Beaufort County, North Carolina",8660
"17764","NC",37,15,"Bertie County, North Carolina",4304
"17765","NC",37,17,"Bladen County, North Carolina",9342
"17766","NC",37,19,"Brunswick County, North Carolina",18725
"17767","NC",37,21,"Buncombe County, North Carolina",38256
"17768","NC",37,23,"Burke County, North Carolina",17277
"17769","NC",37,25,"Cabarrus County, North Carolina",23384
"17770","NC",37,27,"Caldwell County, North Carolina",15765
"17771","NC",37,29,"Camden County, North Carolina",803
"17772","NC",37,31,"Carteret County, North Carolina",10056
"17773","NC",37,33,"Caswell County, North Carolina",4634
"17774","NC",37,35,"Catawba County, North Carolina",23629
"17775","NC",37,37,"Chatham County, North Carolina",9041
"17776","NC",37,39,"Cherokee County, North Carolina",5319
"17777","NC",37,41,"Chowan County, North Carolina",3832
"17778","NC",37,43,"Clay County, North Carolina",2235
"17779","NC",37,45,"Cleveland County, North Carolina",19156
"17780","NC",37,47,"Columbus County, North Carolina",12768
"17781","NC",37,49,"Craven County, North Carolina",15664
"17782","NC",37,51,"Cumberland County, North Carolina",54949
"17783","NC",37,53,"Currituck County, North Carolina",2497
"17784","NC",37,55,"Dare County, North Carolina",2885
"17785","NC",37,57,"Davidson County, North Carolina",25655
"17786","NC",37,59,"Davie County, North Carolina",5210
"17787","NC",37,61,"Duplin County, North Carolina",15606
"17788","NC",37,63,"Durham County, North Carolina",49835
"17789","NC",37,65,"Edgecombe County, North Carolina",14210
"17790","NC",37,67,"Forsyth County, North Carolina",69100
"17791","NC",37,69,"Franklin County, North Carolina",9603
"17792","NC",37,71,"Gaston County, North Carolina",36027
"17793","NC",37,73,"Gates County, North Carolina",1651
"17794","NC",37,75,"Graham County, North Carolina",1884
"17795","NC",37,77,"Granville County, North Carolina",8943
"17796","NC",37,79,"Greene County, North Carolina",4962
"17797","NC",37,81,"Guilford County, North Carolina",86808
"17798","NC",37,83,"Halifax County, North Carolina",13660
"17799","NC",37,85,"Harnett County, North Carolina",22094
"17800","NC",37,87,"Haywood County, North Carolina",10056
"17801","NC",37,89,"Henderson County, North Carolina",14984
"17802","NC",37,91,"Hertford County, North Carolina",5475
"17803","NC",37,93,"Hoke County, North Carolina",11047
"17804","NC",37,95,"Hyde County, North Carolina",890
"17805","NC",37,97,"Iredell County, North Carolina",22803
"17806","NC",37,99,"Jackson County, North Carolina",8139
"17807","NC",37,101,"Johnston County, North Carolina",27086
"17808","NC",37,103,"Jones County, North Carolina",2173
"17809","NC",37,105,"Lee County, North Carolina",10533
"17810","NC",37,107,"Lenoir County, North Carolina",13401
"17811","NC",37,109,"Lincoln County, North Carolina",12243
"17812","NC",37,111,"McDowell County, North Carolina",8897
"17813","NC",37,113,"Macon County, North Carolina",6401
"17814","NC",37,115,"Madison County, North Carolina",3616
"17815","NC",37,117,"Martin County, North Carolina",5007
"17816","NC",37,119,"Mecklenburg County, North Carolina",148326
"17817","NC",37,121,"Mitchell County, North Carolina",2910
"17818","NC",37,123,"Montgomery County, North Carolina",6716
"17819","NC",37,125,"Moore County, North Carolina",13808
"17820","NC",37,127,"Nash County, North Carolina",17141
"17821","NC",37,129,"New Hanover County, North Carolina",36717
"17822","NC",37,131,"Northampton County, North Carolina",5658
"17823","NC",37,133,"Onslow County, North Carolina",24916
"17824","NC",37,135,"Orange County, North Carolina",20236
"17825","NC",37,137,"Pamlico County, North Carolina",1674
"17826","NC",37,139,"Pasquotank County, North Carolina",7256
"17827","NC",37,141,"Pender County, North Carolina",9925
"17828","NC",37,143,"Perquimans County, North Carolina",2626
"17829","NC",37,145,"Person County, North Carolina",7708
"17830","NC",37,147,"Pitt County, North Carolina",42743
"17831","NC",37,149,"Polk County, North Carolina",2790
"17832","NC",37,151,"Randolph County, North Carolina",24770
"17833","NC",37,153,"Richmond County, North Carolina",11465
"17834","NC",37,155,"Robeson County, North Carolina",41538
"17835","NC",37,157,"Rockingham County, North Carolina",16968
"17836","NC",37,159,"Rowan County, North Carolina",24194
"17837","NC",37,161,"Rutherford County, North Carolina",13077
"17838","NC",37,163,"Sampson County, North Carolina",16050
"17839","NC",37,165,"Scotland County, North Carolina",10504
"17840","NC",37,167,"Stanly County, North Carolina",10356
"17841","NC",37,169,"Stokes County, North Carolina",7826
"17842","NC",37,171,"Surry County, North Carolina",14195
"17843","NC",37,173,"Swain County, North Carolina",3409
"17844","NC",37,175,"Transylvania County, North Carolina",4017
"17845","NC",37,177,"Tyrrell County, North Carolina",779
"17846","NC",37,179,"Union County, North Carolina",21416
"17847","NC",37,181,"Vance County, North Carolina",11064
"17848","NC",37,183,"Wake County, North Carolina",107687
"17849","NC",37,185,"Warren County, North Carolina",4692
"17850","NC",37,187,"Washington County, North Carolina",2737
"17851","NC",37,189,"Watauga County, North Carolina",14726
"17852","NC",37,191,"Wayne County, North Carolina",27037
"17853","NC",37,193,"Wilkes County, North Carolina",15791
"17854","NC",37,195,"Wilson County, North Carolina",18475
"17855","NC",37,197,"Yadkin County, North Carolina",7643
"17856","NC",37,199,"Yancey County, North Carolina",3775
"18662","ND",38,1,"Adams County, North Dakota",220
"18663","ND",38,3,"Barnes County, North Dakota",841
"18664","ND",38,5,"Benson County, North Dakota",2260
"18665","ND",38,7,"Billings County, North Dakota",100
"18666","ND",38,9,"Bottineau County, North Dakota",540
"18667","ND",38,11,"Bowman County, North Dakota",234
"18668","ND",38,13,"Burke County, North Dakota",301
"18669","ND",38,15,"Burleigh County, North Dakota",6946
"18670","ND",38,17,"Cass County, North Dakota",19082
"18671","ND",38,19,"Cavalier County, North Dakota",180
"18672","ND",38,21,"Dickey County, North Dakota",400
"18673","ND",38,23,"Divide County, North Dakota",178
"18674","ND",38,25,"Dunn County, North Dakota",517
"18675","ND",38,27,"Eddy County, North Dakota",311
"18676","ND",38,29,"Emmons County, North Dakota",386
"18677","ND",38,31,"Foster County, North Dakota",316
"18678","ND",38,33,"Golden Valley County, North Dakota",177
"18679","ND",38,35,"Grand Forks County, North Dakota",11223
"18680","ND",38,37,"Grant County, North Dakota",346
"18681","ND",38,39,"Griggs County, North Dakota",179
"18682","ND",38,41,"Hettinger County, North Dakota",217
"18683","ND",38,43,"Kidder County, North Dakota",185
"18684","ND",38,45,"LaMoure County, North Dakota",383
"18685","ND",38,47,"Logan County, North Dakota",151
"18686","ND",38,49,"McHenry County, North Dakota",738
"18687","ND",38,51,"McIntosh County, North Dakota",311
"18688","ND",38,53,"McKenzie County, North Dakota",1309
"18689","ND",38,55,"McLean County, North Dakota",1072
"18690","ND",38,57,"Mercer County, North Dakota",693
"18691","ND",38,59,"Morton County, North Dakota",2270
"18692","ND",38,61,"Mountrail County, North Dakota",1226
"18693","ND",38,63,"Nelson County, North Dakota",249
"18694","ND",38,65,"Oliver County, North Dakota",137
"18695","ND",38,67,"Pembina County, North Dakota",454
"18696","ND",38,69,"Pierce County, North Dakota",693
"18697","ND",38,71,"Ramsey County, North Dakota",1118
"18698","ND",38,73,"Ransom County, North Dakota",490
"18699","ND",38,75,"Renville County, North Dakota",186
"18700","ND",38,77,"Richland County, North Dakota",1633
"18701","ND",38,79,"Rolette County, North Dakota",5054
"18702","ND",38,81,"Sargent County, North Dakota",222
"18703","ND",38,83,"Sheridan County, North Dakota",209
"18704","ND",38,85,"Sioux County, North Dakota",1524
"18705","ND",38,87,"Slope County, North Dakota",68
"18706","ND",38,89,"Stark County, North Dakota",1866
"18707","ND",38,91,"Steele County, North Dakota",143
"18708","ND",38,93,"Stutsman County, North Dakota",2130
"18709","ND",38,95,"Towner County, North Dakota",316
"18710","ND",38,97,"Traill County, North Dakota",804
"18711","ND",38,99,"Walsh County, North Dakota",1112
"18712","ND",38,101,"Ward County, North Dakota",4919
"18713","ND",38,103,"Wells County, North Dakota",226
"18714","ND",38,105,"Williams County, North Dakota",2913
"19137","NE",31,1,"Adams County, Nebraska",3499
"19138","NE",31,3,"Antelope County, Nebraska",811
"19139","NE",31,5,"Arthur County, Nebraska",36
"19140","NE",31,7,"Banner County, Nebraska",96
"19141","NE",31,9,"Blaine County, Nebraska",106
"19142","NE",31,11,"Boone County, Nebraska",533
"19143","NE",31,13,"Box Butte County, Nebraska",1886
"19144","NE",31,15,"Boyd County, Nebraska",220
"19145","NE",31,17,"Brown County, Nebraska",499
"19146","NE",31,19,"Buffalo County, Nebraska",5978
"19147","NE",31,21,"Burt County, Nebraska",620
"19148","NE",31,23,"Butler County, Nebraska",682
"19149","NE",31,25,"Cass County, Nebraska",1556
"19150","NE",31,27,"Cedar County, Nebraska",864
"19151","NE",31,29,"Chase County, Nebraska",337
"19152","NE",31,31,"Cherry County, Nebraska",648
"19153","NE",31,33,"Cheyenne County, Nebraska",1150
"19154","NE",31,35,"Clay County, Nebraska",580
"19155","NE",31,37,"Colfax County, Nebraska",1374
"19156","NE",31,39,"Cuming County, Nebraska",1071
"19157","NE",31,41,"Custer County, Nebraska",1200
"19158","NE",31,43,"Dakota County, Nebraska",3528
"19159","NE",31,45,"Dawes County, Nebraska",1428
"19160","NE",31,47,"Dawson County, Nebraska",3618
"19161","NE",31,49,"Deuel County, Nebraska",246
"19162","NE",31,51,"Dixon County, Nebraska",683
"19163","NE",31,53,"Dodge County, Nebraska",4061
"19164","NE",31,55,"Douglas County, Nebraska",76738
"19165","NE",31,57,"Dundy County, Nebraska",151
"19166","NE",31,59,"Fillmore County, Nebraska",514
"19167","NE",31,61,"Franklin County, Nebraska",396
"19168","NE",31,63,"Frontier County, Nebraska",305
"19169","NE",31,65,"Furnas County, Nebraska",820
"19170","NE",31,67,"Gage County, Nebraska",2080
"19171","NE",31,69,"Garden County, Nebraska",181
"19172","NE",31,71,"Garfield County, Nebraska",193
"19173","NE",31,73,"Gosper County, Nebraska",110
"19174","NE",31,75,"Grant County, Nebraska",98
"19175","NE",31,77,"Greeley County, Nebraska",243
"19176","NE",31,79,"Hall County, Nebraska",9092
"19177","NE",31,81,"Hamilton County, Nebraska",780
"19178","NE",31,83,"Harlan County, Nebraska",450
"19179","NE",31,85,"Hayes County, Nebraska",68
"19180","NE",31,87,"Hitchcock County, Nebraska",490
"19181","NE",31,89,"Holt County, Nebraska",1209
"19182","NE",31,91,"Hooker County, Nebraska",123
"19183","NE",31,93,"Howard County, Nebraska",658
"19184","NE",31,95,"Jefferson County, Nebraska",909
"19185","NE",31,97,"Johnson County, Nebraska",471
"19186","NE",31,99,"Kearney County, Nebraska",408
"19187","NE",31,101,"Keith County, Nebraska",931
"19188","NE",31,103,"Keya Paha County, Nebraska",106
"19189","NE",31,105,"Kimball County, Nebraska",496
"19190","NE",31,107,"Knox County, Nebraska",1117
"19191","NE",31,109,"Lancaster County, Nebraska",41796
"19192","NE",31,111,"Lincoln County, Nebraska",4488
"19193","NE",31,113,"Logan County, Nebraska",91
"19194","NE",31,115,"Loup County, Nebraska",68
"19195","NE",31,117,"McPherson County, Nebraska",64
"19196","NE",31,119,"Madison County, Nebraska",5119
"19197","NE",31,121,"Merrick County, Nebraska",667
"19198","NE",31,123,"Morrill County, Nebraska",550
"19199","NE",31,125,"Nance County, Nebraska",490
"19200","NE",31,127,"Nemaha County, Nebraska",574
"19201","NE",31,129,"Nuckolls County, Nebraska",501
"19202","NE",31,131,"Otoe County, Nebraska",1696
"19203","NE",31,133,"Pawnee County, Nebraska",446
"19204","NE",31,135,"Perkins County, Nebraska",198
"19205","NE",31,137,"Phelps County, Nebraska",706
"19206","NE",31,139,"Pierce County, Nebraska",417
"19207","NE",31,141,"Platte County, Nebraska",2728
"19208","NE",31,143,"Polk County, Nebraska",389
"19209","NE",31,145,"Red Willow County, Nebraska",1118
"19210","NE",31,147,"Richardson County, Nebraska",1557
"19211","NE",31,149,"Rock County, Nebraska",162
"19212","NE",31,151,"Saline County, Nebraska",1492
"19213","NE",31,153,"Sarpy County, Nebraska",10684
"19214","NE",31,155,"Saunders County, Nebraska",2001
"19215","NE",31,157,"Scotts Bluff County, Nebraska",4877
"19216","NE",31,159,"Seward County, Nebraska",1467
"19217","NE",31,161,"Sheridan County, Nebraska",857
"19218","NE",31,163,"Sherman County, Nebraska",411
"19219","NE",31,165,"Sioux County, Nebraska",156
"19220","NE",31,167,"Stanton County, Nebraska",701
"19221","NE",31,169,"Thayer County, Nebraska",604
"19222","NE",31,171,"Thomas County, Nebraska",55
"19223","NE",31,173,"Thurston County, Nebraska",2090
"19224","NE",31,175,"Valley County, Nebraska",540
"19225","NE",31,177,"Washington County, Nebraska",1880
"19226","NE",31,179,"Wayne County, Nebraska",1115
"19227","NE",31,181,"Webster County, Nebraska",459
"19228","NE",31,183,"Wheeler County, Nebraska",61
"19229","NE",31,185,"York County, Nebraska",1393
"19838","NH",33,1,"Belknap County, New Hampshire",6214
"19839","NH",33,3,"Carroll County, New Hampshire",4484
"19840","NH",33,5,"Cheshire County, New Hampshire",8467
"19841","NH",33,7,"Coos County, New Hampshire",4257
"19842","NH",33,9,"Grafton County, New Hampshire",9609
"19843","NH",33,11,"Hillsborough County, New Hampshire",34681
"19844","NH",33,13,"Merrimack County, New Hampshire",12840
"19845","NH",33,15,"Rockingham County, New Hampshire",16192
"19846","NH",33,17,"Strafford County, New Hampshire",12997
"19847","NH",33,19,"Sullivan County, New Hampshire",4099
"19961","NJ",34,1,"Atlantic County, New Jersey",40868
"19962","NJ",34,3,"Bergen County, New Jersey",67959
"19963","NJ",34,5,"Burlington County, New Jersey",27881
"19964","NJ",34,7,"Camden County, New Jersey",66802
"19965","NJ",34,9,"Cape May County, New Jersey",9744
"19966","NJ",34,11,"Cumberland County, New Jersey",25760
"19967","NJ",34,13,"Essex County, New Jersey",133788
"19968","NJ",34,15,"Gloucester County, New Jersey",23200
"19969","NJ",34,17,"Hudson County, New Jersey",114900
"19970","NJ",34,19,"Hunterdon County, New Jersey",5379
"19971","NJ",34,21,"Mercer County, New Jersey",40354
"19972","NJ",34,23,"Middlesex County, New Jersey",70908
"19973","NJ",34,25,"Monmouth County, New Jersey",46492
"19974","NJ",34,27,"Morris County, New Jersey",22068
"19975","NJ",34,29,"Ocean County, New Jersey",64795
"19976","NJ",34,31,"Passaic County, New Jersey",83203
"19977","NJ",34,33,"Salem County, New Jersey",8602
"19978","NJ",34,35,"Somerset County, New Jersey",16479
"19979","NJ",34,37,"Sussex County, New Jersey",8237
"19980","NJ",34,39,"Union County, New Jersey",59034
"19981","NJ",34,41,"Warren County, New Jersey",8394
"20558","NM",35,1,"Bernalillo County, New Mexico",128917
"20559","NM",35,3,"Catron County, New Mexico",615
"20560","NM",35,5,"Chaves County, New Mexico",14013
"20561","NM",35,6,"Cibola County, New Mexico",7489
"20562","NM",35,7,"Colfax County, New Mexico",2490
"20563","NM",35,9,"Curry County, New Mexico",10338
"20564","NM",35,11,"De Baca County, New Mexico",454
"20565","NM",35,13,"Doña Ana County, New Mexico",58846
"20566","NM",35,15,"Eddy County, New Mexico",6237
"20567","NM",35,17,"Grant County, New Mexico",5940
"20568","NM",35,19,"Guadalupe County, New Mexico",552
"20569","NM",35,21,"Harding County, New Mexico",59
"20570","NM",35,23,"Hidalgo County, New Mexico",1054
"20571","NM",35,25,"Lea County, New Mexico",9859
"20572","NM",35,27,"Lincoln County, New Mexico",3271
"20573","NM",35,28,"Los Alamos County, New Mexico",1092
"20574","NM",35,29,"Luna County, New Mexico",7236
"20575","NM",35,31,"McKinley County, New Mexico",27493
"20576","NM",35,33,"Mora County, New Mexico",1092
"20577","NM",35,35,"Otero County, New Mexico",14387
"20578","NM",35,37,"Quay County, New Mexico",1484
"20579","NM",35,39,"Rio Arriba County, New Mexico",9413
"20580","NM",35,41,"Roosevelt County, New Mexico",4918
"20581","NM",35,43,"Sandoval County, New Mexico",19305
"20582","NM",35,45,"San Juan County, New Mexico",24755
"20583","NM",35,47,"San Miguel County, New Mexico",8093
"20584","NM",35,49,"Santa Fe County, New Mexico",22477
"20585","NM",35,51,"Sierra County, New Mexico",2360
"20586","NM",35,53,"Socorro County, New Mexico",4278
"20587","NM",35,55,"Taos County, New Mexico",7909
"20588","NM",35,57,"Torrance County, New Mexico",4833
"20589","NM",35,59,"Union County, New Mexico",498
"20590","NM",35,61,"Valencia County, New Mexico",17604
"21067","NV",32,1,"Churchill County, Nevada",3802
"21068","NV",32,3,"Clark County, Nevada",315358
"21069","NV",32,5,"Douglas County, Nevada",4984
"21070","NV",32,7,"Elko County, Nevada",5574
"21071","NV",32,9,"Esmeralda County, Nevada",194
"21072","NV",32,11,"Eureka County, Nevada",162
"21073","NV",32,13,"Humboldt County, Nevada",1762
"21074","NV",32,15,"Lander County, Nevada",676
"21075","NV",32,17,"Lincoln County, Nevada",631
"21076","NV",32,19,"Lyon County, Nevada",8482
"21077","NV",32,21,"Mineral County, Nevada",907
"21078","NV",32,23,"Nye County, Nevada",7658
"21079","NV",32,27,"Pershing County, Nevada",832
"21080","NV",32,29,"Storey County, Nevada",293
"21081","NV",32,31,"Washoe County, Nevada",65248
"21082","NV",32,33,"White Pine County, Nevada",987
"21083","NV",32,510,"Carson City, Nevada",8787
"21240","NY",36,1,"Albany County, New York",39349
"21241","NY",36,3,"Allegany County, New York",7285
"21242","NY",36,5,"Bronx County, New York",427574
"21243","NY",36,7,"Broome County, New York",33615
"21244","NY",36,9,"Cattaraugus County, New York",13954
"21245","NY",36,11,"Cayuga County, New York",9010
"21246","NY",36,13,"Chautauqua County, New York",23894
"21247","NY",36,15,"Chemung County, New York",13044
"21248","NY",36,17,"Chenango County, New York",7741
"21249","NY",36,19,"Clinton County, New York",12163
"21250","NY",36,21,"Columbia County, New York",7067
"21251","NY",36,23,"Cortland County, New York",6675
"21252","NY",36,25,"Delaware County, New York",6799
"21253","NY",36,27,"Dutchess County, New York",26229
"21254","NY",36,29,"Erie County, New York",134715
"21255","NY",36,31,"Essex County, New York",3894
"21256","NY",36,33,"Franklin County, New York",9213
"21257","NY",36,35,"Fulton County, New York",9100
"21258","NY",36,37,"Genesee County, New York",7748
"21259","NY",36,39,"Greene County, New York",5813
"21260","NY",36,41,"Hamilton County, New York",609
"21261","NY",36,43,"Herkimer County, New York",9145
"21262","NY",36,45,"Jefferson County, New York",16938
"21263","NY",36,47,"Kings County, New York",597404
"21264","NY",36,49,"Lewis County, New York",3238
"21265","NY",36,51,"Livingston County, New York",8681
"21266","NY",36,53,"Madison County, New York",8180
"21267","NY",36,55,"Monroe County, New York",110192
"21268","NY",36,57,"Montgomery County, New York",10053
"21269","NY",36,59,"Nassau County, New York",82146
"21270","NY",36,61,"New York County, New York",283590
"21271","NY",36,63,"Niagara County, New York",28816
"21272","NY",36,65,"Oneida County, New York",37760
"21273","NY",36,67,"Onondaga County, New York",69487
"21274","NY",36,69,"Ontario County, New York",10975
"21275","NY",36,71,"Orange County, New York",46731
"21276","NY",36,73,"Orleans County, New York",6173
"21277","NY",36,75,"Oswego County, New York",21615
"21278","NY",36,77,"Otsego County, New York",9275
"21279","NY",36,79,"Putnam County, New York",5212
"21280","NY",36,81,"Queens County, New York",343834
"21281","NY",36,83,"Rensselaer County, New York",19186
"21282","NY",36,85,"Richmond County, New York",58470
"21283","NY",36,87,"Rockland County, New York",46118
"21284","NY",36,89,"St. Lawrence County, New York",19494
"21285","NY",36,91,"Saratoga County, New York",14583
"21286","NY",36,93,"Schenectady County, New York",19028
"21287","NY",36,95,"Schoharie County, New York",3936
"21288","NY",36,97,"Schuyler County, New York",2595
"21289","NY",36,99,"Seneca County, New York",4081
"21290","NY",36,101,"Steuben County, New York",15888
"21291","NY",36,103,"Suffolk County, New York",103269
"21292","NY",36,105,"Sullivan County, New York",12868
"21293","NY",36,107,"Tioga County, New York",4801
"21294","NY",36,109,"Tompkins County, New York",18547
"21295","NY",36,111,"Ulster County, New York",22290
"21296","NY",36,113,"Warren County, New York",7685
"21297","NY",36,115,"Washington County, New York",8004
"21298","NY",36,117,"Wayne County, New York",11541
"21299","NY",36,119,"Westchester County, New York",90752
"21300","NY",36,121,"Wyoming County, New York",4425
"21301","NY",36,123,"Yates County, New York",3446
"22563","OH",39,1,"Adams County, Ohio",6832
"22564","OH",39,3,"Allen County, Ohio",17713
"22565","OH",39,5,"Ashland County, Ohio",7569
"22566","OH",39,7,"Ashtabula County, Ohio",19266
"22567","OH",39,9,"Athens County, Ohio",18263
"22568","OH",39,11,"Auglaize County, Ohio",4010
"22569","OH",39,13,"Belmont County, Ohio",9553
"22570","OH",39,15,"Brown County, Ohio",6442
"22571","OH",39,17,"Butler County, Ohio",50312
"22572","OH",39,19,"Carroll County, Ohio",4317
"22573","OH",39,21,"Champaign County, Ohio",4756
"22574","OH",39,23,"Clark County, Ohio",24419
"22575","OH",39,25,"Clermont County, Ohio",21127
"22576","OH",39,27,"Clinton County, Ohio",6425
"22577","OH",39,29,"Columbiana County, Ohio",15730
"22578","OH",39,31,"Coshocton County, Ohio",5835
"22579","OH",39,33,"Crawford County, Ohio",6888
"22580","OH",39,35,"Cuyahoga County, Ohio",231823
"22581","OH",39,37,"Darke County, Ohio",6846
"22582","OH",39,39,"Defiance County, Ohio",5071
"22583","OH",39,41,"Delaware County, Ohio",8285
"22584","OH",39,43,"Erie County, Ohio",9333
"22585","OH",39,45,"Fairfield County, Ohio",15110
"22586","OH",39,47,"Fayette County, Ohio",5185
"22587","OH",39,49,"Franklin County, Ohio",208422
"22588","OH",39,51,"Fulton County, Ohio",4532
"22589","OH",39,53,"Gallia County, Ohio",6214
"22590","OH",39,55,"Geauga County, Ohio",6969
"22591","OH",39,57,"Greene County, Ohio",21065
"22592","OH",39,59,"Guernsey County, Ohio",7784
"22593","OH",39,61,"Hamilton County, Ohio",143778
"22594","OH",39,63,"Hancock County, Ohio",10221
"22595","OH",39,65,"Hardin County, Ohio",5491
"22596","OH",39,67,"Harrison County, Ohio",2657
"22597","OH",39,69,"Henry County, Ohio",3144
"22598","OH",39,71,"Highland County, Ohio",8604
"22599","OH",39,73,"Hocking County, Ohio",4894
"22600","OH",39,75,"Holmes County, Ohio",5398
"22601","OH",39,77,"Huron County, Ohio",7853
"22602","OH",39,79,"Jackson County, Ohio",7637
"22603","OH",39,81,"Jefferson County, Ohio",11533
"22604","OH",39,83,"Knox County, Ohio",8825
"22605","OH",39,85,"Lake County, Ohio",20063
"22606","OH",39,87,"Lawrence County, Ohio",11135
"22607","OH",39,89,"Licking County, Ohio",20926
"22608","OH",39,91,"Logan County, Ohio",6487
"22609","OH",39,93,"Lorain County, Ohio",42269
"22610","OH",39,95,"Lucas County, Ohio",90091
"22611","OH",39,97,"Madison County, Ohio",3580
"22612","OH",39,99,"Mahoning County, Ohio",40841
"22613","OH",39,101,"Marion County, Ohio",11127
"22614","OH",39,103,"Medina County, Ohio",12859
"22615","OH",39,105,"Meigs County, Ohio",5285
"22616","OH",39,107,"Mercer County, Ohio",3399
"22617","OH",39,109,"Miami County, Ohio",13076
"22618","OH",39,111,"Monroe County, Ohio",2782
"22619","OH",39,113,"Montgomery County, Ohio",96354
"22620","OH",39,115,"Morgan County, Ohio",3111
"22621","OH",39,117,"Morrow County, Ohio",4063
"22622","OH",39,119,"Muskingum County, Ohio",15554
"22623","OH",39,121,"Noble County, Ohio",1521
"22624","OH",39,123,"Ottawa County, Ohio",4349
"22625","OH",39,125,"Paulding County, Ohio",2436
"22626","OH",39,127,"Perry County, Ohio",6876
"22627","OH",39,129,"Pickaway County, Ohio",6509
"22628","OH",39,131,"Pike County, Ohio",6436
"22629","OH",39,133,"Portage County, Ohio",24219
"22630","OH",39,135,"Preble County, Ohio",5477
"22631","OH",39,137,"Putnam County, Ohio",1966
"22632","OH",39,139,"Richland County, Ohio",19504
"22633","OH",39,141,"Ross County, Ohio",13746
"22634","OH",39,143,"Sandusky County, Ohio",8458
"22635","OH",39,145,"Scioto County, Ohio",18740
"22636","OH",39,147,"Seneca County, Ohio",8923
"22637","OH",39,149,"Shelby County, Ohio",4970
"22638","OH",39,151,"Stark County, Ohio",53715
"22639","OH",39,153,"Summit County, Ohio",78658
"22640","OH",39,155,"Trumbull County, Ohio",34912
"22641","OH",39,157,"Tuscarawas County, Ohio",12763
"22642","OH",39,159,"Union County, Ohio",4344
"22643","OH",39,161,"Van Wert County, Ohio",3600
"22644","OH",39,163,"Vinton County, Ohio",2713
"22645","OH",39,165,"Warren County, Ohio",11885
"22646","OH",39,167,"Washington County, Ohio",9777
"22647","OH",39,169,"Wayne County, Ohio",14758
"22648","OH",39,171,"Williams County, Ohio",5386
