,State,StateFIPS,CountyFIPS,AreaName,Median Income
11586,KY,21,235,"Whitley County, Kentucky",31014
11587,KY,21,237,"Wolfe County, Kentucky",20504
11588,KY,21,239,"Woodford County, Kentucky",58750
12171,LA,22,1,"Acadia Parish, Louisiana",37649
12172,LA,22,3,"Allen Parish, Louisiana",40948
12173,LA,22,5,"Ascension Parish, Louisiana",70551
12174,LA,22,7,"Assumption Parish, Louisiana",49167
12175,LA,22,9,"Avoyelles Parish, Louisiana",33739
12176,LA,22,11,"Beauregard Parish, Louisiana",45969
12177,LA,22,13,"Bienville Parish, Louisiana",32876
12178,LA,22,15,"Bossier Parish, Louisiana",52892
12179,LA,22,17,"Caddo Parish, Louisiana",41234
12180,LA,22,19,"Calcasieu Parish, Louisiana",45312
12181,LA,22,21,"Caldwell Parish, Louisiana",33294
12182,LA,22,23,"Cameron Parish, Louisiana",64231
12183,LA,22,25,"Catahoula Parish, Louisiana",34904
12184,LA,22,27,"Claiborne Parish, Louisiana",32072
12185,LA,22,29,"Concordia Parish, Louisiana",29654
12186,LA,22,31,"De Soto Parish, Louisiana",41468
12187,LA,22,33,"East Baton Rouge Parish, Louisiana",49285
12188,LA,22,35,"East Carroll Parish, Louisiana",21099
12189,LA,22,37,"East Feliciana Parish, Louisiana",45520
12190,LA,22,39,"Evangeline Parish, Louisiana",30009
12191,LA,22,41,"Franklin Parish, Louisiana",30275
12192,LA,22,43,"Grant Parish, Louisiana",39914
12193,LA,22,45,"Iberia Parish, Louisiana",45261
12194,LA,22,47,"Iberville Parish, Louisiana",45117
12195,LA,22,49,"Jackson Parish, Louisiana",38029
12196,LA,22,51,"Jefferson Parish, Louisiana",47947
12197,LA,22,53,"Jefferson Davis Parish, Louisiana",39063
12198,LA,22,55,"Lafayette Parish, Louisiana",51869
12199,LA,22,57,"Lafourche Parish, Louisiana",51030
12200,LA,22,59,"LaSalle Parish, Louisiana",37310
12201,LA,22,61,"Lincoln Parish, Louisiana",33467
12202,LA,22,63,"Livingston Parish, Louisiana",58251
12203,LA,22,65,"Madison Parish, Louisiana",23854
12204,LA,22,67,"Morehouse Parish, Louisiana",28003
12205,LA,22,69,"Natchitoches Parish, Louisiana",31345
12206,LA,22,71,"Orleans Parish, Louisiana",36792
12207,LA,22,73,"Ouachita Parish, Louisiana",37754
12208,LA,22,75,"Plaquemines Parish, Louisiana",50314
12209,LA,22,77,"Pointe Coupee Parish, Louisiana",43825
12210,LA,22,79,"Rapides Parish, Louisiana",40734
12211,LA,22,81,"Red River Parish, Louisiana",38000
12212,LA,22,83,"Richland Parish, Louisiana",36421
12213,LA,22,85,"Sabine Parish, Louisiana",38828
12214,LA,22,87,"St. Bernard Parish, Louisiana",42753
12215,LA,22,89,"St. Charles Parish, Louisiana",59990
12216,LA,22,91,"St. Helena Parish, Louisiana",35437
12217,LA,22,93,"St. James Parish, Louisiana",51107
12218,LA,22,95,"St. John the Baptist Parish, Louisiana",50921
12219,LA,22,97,"St. Landry Parish, Louisiana",32625
12220,LA,22,99,"St. Martin Parish, Louisiana",42794
12221,LA,22,101,"St. Mary Parish, Louisiana",40781
12222,LA,22,103,"St. Tammany Parish, Louisiana",62137
12223,LA,22,105,"Tangipahoa Parish, Louisiana",41302
12224,LA,22,107,"Tensas Parish, Louisiana",22940
12225,LA,22,109,"Terrebonne Parish, Louisiana",47826
12226,LA,22,111,"Union Parish, Louisiana",34992
12227,LA,22,113,"Vermilion Parish, Louisiana",45374
12228,LA,22,115,"Vernon Parish, Louisiana",46312
12229,LA,22,117,"Washington Parish, Louisiana",30705
12230,LA,22,119,"Webster Parish, Louisiana",33681
12231,LA,22,121,"West Baton Rouge Parish, Louisiana",53703
12232,LA,22,123,"West Carroll Parish, Louisiana",31926
12233,LA,22,125,"West Feliciana Parish, Louisiana",56685
12234,LA,22,127,"Winn Parish, Louisiana",31087
12745,MA,25,1,"Barnstable County, Massachusetts",63251
12746,MA,25,3,"Berkshire County, Massachusetts",49956
12747,MA,25,5,"Bristol County, Massachusetts",56842
12748,MA,25,7,"Dukes County, Massachusetts",64222
12749,MA,25,9,"Essex County, Massachusetts",69068
12750,MA,25,11,"Franklin County, Massachusetts",55221
12751,MA,25,13,"Hampden County, Massachusetts",50461
12752,MA,25,15,"Hampshire County, Massachusetts",61368
12753,MA,25,17,"Middlesex County, Massachusetts",85118
12754,MA,25,19,"Nantucket County, Massachusetts",84057
12755,MA,25,21,"Norfolk County, Massachusetts",88262
12756,MA,25,23,"Plymouth County, Massachusetts",75459
12757,MA,25,25,"Suffolk County, Massachusetts",55044
12758,MA,25,27,"Worcester County, Massachusetts",65313
13034,MD,24,1,"Allegany County, Maryland",40551
13035,MD,24,3,"Anne Arundel County, Maryland",89860
13036,MD,24,5,"Baltimore County, Maryland",67095
13037,MD,24,9,"Calvert County, Maryland",95828
13038,MD,24,11,"Caroline County, Maryland",52465
13039,MD,24,13,"Carroll County, Maryland",85385
13040,MD,24,15,"Cecil County, Maryland",66396
13041,MD,24,17,"Charles County, Maryland",90607
13042,MD,24,19,"Dorchester County, Maryland",47093
13043,MD,24,21,"Frederick County, Maryland",83700
13044,MD,24,23,"Garrett County, Maryland",45432
13045,MD,24,25,"Harford County, Maryland",80465
13046,MD,24,27,"Howard County, Maryland",110238
13047,MD,24,29,"Kent County, Maryland",58147
13048,MD,24,31,"Montgomery County, Maryland",99435
13049,MD,24,33,"Prince George's County, Maryland",74260
13050,MD,24,35,"Queen Anne's County, Maryland",85963
13051,MD,24,37,"St. Mary's County, Maryland",86987
13052,MD,24,39,"Somerset County, Maryland",35154
13053,MD,24,41,"Talbot County, Maryland",58228
13054,MD,24,43,"Washington County, Maryland",56228
13055,MD,24,45,"Wicomico County, Maryland",52278
13056,MD,24,47,"Worcester County, Maryland",56773
13057,MD,24,510,"Baltimore city, Maryland",42241
13605,ME,23,1,"Androscoggin County, Maine",NA
13606,ME,23,3,"Aroostook County, Maine",36923
13607,ME,23,5,"Cumberland County, Maine",NA
13608,ME,23,7,"Franklin County, Maine",42811
13609,ME,23,9,"Hancock County, Maine",47030
13610,ME,23,11,"Kennebec County, Maine",46917
13611,ME,23,13,"Knox County, Maine",NA
13612,ME,23,15,"Lincoln County, Maine",NA
13613,ME,23,17,"Oxford County, Maine",40630
13614,ME,23,19,"Penobscot County, Maine",44271
13615,ME,23,21,"Piscataquis County, Maine",NA
13616,ME,23,23,"Sagadahoc County, Maine",NA
13617,ME,23,25,"Somerset County, Maine",40066
13618,ME,23,27,"Waldo County, Maine",NA
13619,ME,23,29,"Washington County, Maine",38083
13620,ME,23,31,"York County, Maine",NA
13769,MI,26,1,"Alcona County, Michigan",38033
13770,MI,26,3,"Alger County, Michigan",39300
13771,MI,26,5,"Allegan County, Michigan",54264
13772,MI,26,7,"Alpena County, Michigan",38829
13773,MI,26,9,"Antrim County, Michigan",46845
13774,MI,26,11,"Arenac County, Michigan",38307
13775,MI,26,13,"Baraga County, Michigan",39803
13776,MI,26,15,"Barry County, Michigan",55064
13777,MI,26,17,"Bay County, Michigan",45583
13778,MI,26,19,"Benzie County, Michigan",47388
13779,MI,26,21,"Berrien County, Michigan",44993
13780,MI,26,23,"Branch County, Michigan",44373
13781,MI,26,25,"Calhoun County, Michigan",42520
13782,MI,26,27,"Cass County, Michigan",46570
13783,MI,26,29,"Charlevoix County, Michigan",46554
13784,MI,26,31,"Cheboygan County, Michigan",40219
13785,MI,26,33,"Chippewa County, Michigan",41993
13786,MI,26,35,"Clare County, Michigan",33015
13787,MI,26,37,"Clinton County, Michigan",60909
13788,MI,26,39,"Crawford County, Michigan",41743
13789,MI,26,41,"Delta County, Michigan",42031
13790,MI,26,43,"Dickinson County, Michigan",43779
13791,MI,26,45,"Eaton County, Michigan",54993
13792,MI,26,47,"Emmet County, Michigan",51018
13793,MI,26,49,"Genesee County, Michigan",42327
13794,MI,26,51,"Gladwin County, Michigan",38021
13795,MI,26,53,"Gogebic County, Michigan",35686
13796,MI,26,55,"Grand Traverse County, Michigan",52950
13797,MI,26,57,"Gratiot County, Michigan",41912
13798,MI,26,59,"Hillsdale County, Michigan",41961
13799,MI,26,61,"Houghton County, Michigan",37776
13800,MI,26,63,"Huron County, Michigan",42161
13801,MI,26,65,"Ingham County, Michigan",45679
13802,MI,26,67,"Ionia County, Michigan",49124
13803,MI,26,69,"Iosco County, Michigan",37317
13804,MI,26,71,"Iron County, Michigan",33663
13805,MI,26,73,"Isabella County, Michigan",39377
13806,MI,26,75,"Jackson County, Michigan",46326
13807,MI,26,77,"Kalamazoo County, Michigan",47476
13808,MI,26,79,"Kalkaska County, Michigan",40534
13809,MI,26,81,"Kent County, Michigan",53063
13810,MI,26,83,"Keweenaw County, Michigan",37813
13811,MI,26,85,"Lake County, Michigan",30439
13812,MI,26,87,"Lapeer County, Michigan",52996
13813,MI,26,89,"Leelanau County, Michigan",56189
13814,MI,26,91,"Lenawee County, Michigan",48043
13815,MI,26,93,"Livingston County, Michigan",75204
13816,MI,26,95,"Luce County, Michigan",37088
13817,MI,26,97,"Mackinac County, Michigan",38434
13818,MI,26,99,"Macomb County, Michigan",54582
13819,MI,26,101,"Manistee County, Michigan",41395
13820,MI,26,103,"Marquette County, Michigan",45409
13821,MI,26,105,"Mason County, Michigan",42024
13822,MI,26,107,"Mecosta County, Michigan",41889
13823,MI,26,109,"Menominee County, Michigan",40373
13824,MI,26,111,"Midland County, Michigan",54059
13825,MI,26,113,"Missaukee County, Michigan",41098
13826,MI,26,115,"Monroe County, Michigan",55653
13827,MI,26,117,"Montcalm County, Michigan",41584
13828,MI,26,119,"Montmorency County, Michigan",36250
13829,MI,26,121,"Muskegon County, Michigan",42829
13830,MI,26,123,"Newaygo County, Michigan",43693
13831,MI,26,125,"Oakland County, Michigan",67465
13832,MI,26,127,"Oceana County, Michigan",41617
13833,MI,26,129,"Ogemaw County, Michigan",36063
13834,MI,26,131,"Ontonagon County, Michigan",34459
13835,MI,26,133,"Osceola County, Michigan",38999
13836,MI,26,135,"Oscoda County, Michigan",33021
13837,MI,26,137,"Otsego County, Michigan",48917
13838,MI,26,139,"Ottawa County, Michigan",58989
13839,MI,26,141,"Presque Isle County, Michigan",41213
13840,MI,26,143,"Roscommon County, Michigan",35133
13841,MI,26,145,"Saginaw County, Michigan",43042
13842,MI,26,147,"St. Clair County, Michigan",49730
13843,MI,26,149,"St. Joseph County, Michigan",44449
13844,MI,26,151,"Sanilac County, Michigan",41100
13845,MI,26,153,"Schoolcraft County, Michigan",34118
13846,MI,26,155,"Shiawassee County, Michigan",48233
13847,MI,26,157,"Tuscola County, Michigan",43768
13848,MI,26,159,"Van Buren County, Michigan",46008
13849,MI,26,161,"Washtenaw County, Michigan",61003
13850,MI,26,163,"Wayne County, Michigan",41210
13851,MI,26,165,"Wexford County, Michigan",41534
14605,MN,27,1,"Aitkin County, Minnesota",42252
14606,MN,27,3,"Anoka County, Minnesota",70873
14607,MN,27,5,"Becker County, Minnesota",52038
14608,MN,27,7,"Beltrami County, Minnesota",44757
14609,MN,27,9,"Benton County, Minnesota",52178
14610,MN,27,11,"Big Stone County, Minnesota",47794
14611,MN,27,13,"Blue Earth County, Minnesota",50061
14612,MN,27,15,"Brown County, Minnesota",52598
14613,MN,27,17,"Carlton County, Minnesota",53227
14614,MN,27,19,"Carver County, Minnesota",86323
14615,MN,27,21,"Cass County, Minnesota",46531
14616,MN,27,23,"Chippewa County, Minnesota",50858
14617,MN,27,25,"Chisago County, Minnesota",71001
14618,MN,27,27,"Clay County, Minnesota",57965
14619,MN,27,29,"Clearwater County, Minnesota",43421
14620,MN,27,31,"Cook County, Minnesota",52299
14621,MN,27,33,"Cottonwood County, Minnesota",46750
14622,MN,27,35,"Crow Wing County, Minnesota",49435
14623,MN,27,37,"Dakota County, Minnesota",75567
14624,MN,27,39,"Dodge County, Minnesota",68116
14625,MN,27,41,"Douglas County, Minnesota",54531
14626,MN,27,43,"Faribault County, Minnesota",47540
14627,MN,27,45,"Fillmore County, Minnesota",51665
14628,MN,27,47,"Freeborn County, Minnesota",47105
14629,MN,27,49,"Goodhue County, Minnesota",57062
14630,MN,27,51,"Grant County, Minnesota",50174
14631,MN,27,53,"Hennepin County, Minnesota",65834
14632,MN,27,55,"Houston County, Minnesota",53809
14633,MN,27,57,"Hubbard County, Minnesota",47486
14634,MN,27,59,"Isanti County, Minnesota",59865
14635,MN,27,61,"Itasca County, Minnesota",47761
14636,MN,27,63,"Jackson County, Minnesota",50574
14637,MN,27,65,"Kanabec County, Minnesota",47384
14638,MN,27,67,"Kandiyohi County, Minnesota",52632
14639,MN,27,69,"Kittson County, Minnesota",52326
14640,MN,27,71,"Koochiching County, Minnesota",42919
14641,MN,27,73,"Lac qui Parle County, Minnesota",49903
14642,MN,27,75,"Lake County, Minnesota",48417
14643,MN,27,77,"Lake of the Woods County, Minnesota",42263
14644,MN,27,79,"Le Sueur County, Minnesota",60632
14645,MN,27,81,"Lincoln County, Minnesota",49575
14646,MN,27,83,"Lyon County, Minnesota",51600
14647,MN,27,85,"McLeod County, Minnesota",56128
14648,MN,27,87,"Mahnomen County, Minnesota",41118
14649,MN,27,89,"Marshall County, Minnesota",54092
14650,MN,27,91,"Martin County, Minnesota",51391
14651,MN,27,93,"Meeker County, Minnesota",55042
14652,MN,27,95,"Mille Lacs County, Minnesota",49094
14653,MN,27,97,"Morrison County, Minnesota",50049
14654,MN,27,99,"Mower County, Minnesota",49427
14655,MN,27,101,"Murray County, Minnesota",51983
14656,MN,27,103,"Nicollet County, Minnesota",58640
14657,MN,27,105,"Nobles County, Minnesota",50625
14658,MN,27,107,"Norman County, Minnesota",50377
14659,MN,27,109,"Olmsted County, Minnesota",68023
14660,MN,27,111,"Otter Tail County, Minnesota",52365
14661,MN,27,113,"Pennington County, Minnesota",47127
14662,MN,27,115,"Pine County, Minnesota",44549
14663,MN,27,117,"Pipestone County, Minnesota",46990
14664,MN,27,119,"Polk County, Minnesota",53326
14665,MN,27,121,"Pope County, Minnesota",52785
14666,MN,27,123,"Ramsey County, Minnesota",56104
14667,MN,27,125,"Red Lake County, Minnesota",50332
14668,MN,27,127,"Redwood County, Minnesota",47211
14669,MN,27,129,"Renville County, Minnesota",52149
14670,MN,27,131,"Rice County, Minnesota",59598
14671,MN,27,133,"Rock County, Minnesota",51496
14672,MN,27,135,"Roseau County, Minnesota",53199
14673,MN,27,137,"St. Louis County, Minnesota",48331
14674,MN,27,139,"Scott County, Minnesota",87794
14675,MN,27,141,"Sherburne County, Minnesota",74170
14676,MN,27,143,"Sibley County, Minnesota",56990
14677,MN,27,145,"Stearns County, Minnesota",56336
14678,MN,27,147,"Steele County, Minnesota",57858
14679,MN,27,149,"Stevens County, Minnesota",52302
14680,MN,27,151,"Swift County, Minnesota",49035
14681,MN,27,153,"Todd County, Minnesota",46414
14682,MN,27,155,"Traverse County, Minnesota",49186
14683,MN,27,157,"Wabasha County, Minnesota",56510
14684,MN,27,159,"Wadena County, Minnesota",41906
14685,MN,27,161,"Waseca County, Minnesota",53564
14686,MN,27,163,"Washington County, Minnesota",83706
14687,MN,27,165,"Watonwan County, Minnesota",50604
14688,MN,27,167,"Wilkin County, Minnesota",51476
14689,MN,27,169,"Winona County, Minnesota",50547
14690,MN,27,171,"Wright County, Minnesota",73557
14691,MN,27,173,"Yellow Medicine County, Minnesota",53041
15639,MO,29,1,"Adair County, Missouri",37516
15640,MO,29,3,"Andrew County, Missouri",55613
15641,MO,29,5,"Atchison County, Missouri",43933
15642,MO,29,7,"Audrain County, Missouri",41310
15643,MO,29,9,"Barry County, Missouri",39033
15644,MO,29,11,"Barton County, Missouri",37467
15645,MO,29,13,"Bates County, Missouri",41060
15646,MO,29,15,"Benton County, Missouri",33042
15647,MO,29,17,"Bollinger County, Missouri",39707
15648,MO,29,19,"Boone County, Missouri",49899
15649,MO,29,21,"Buchanan County, Missouri",46315
15650,MO,29,23,"Butler County, Missouri",35738
15651,MO,29,25,"Caldwell County, Missouri",43691
15652,MO,29,27,"Callaway County, Missouri",47744
15653,MO,29,29,"Camden County, Missouri",44816
15654,MO,29,31,"Cape Girardeau County, Missouri",46050
15655,MO,29,33,"Carroll County, Missouri",42415
15656,MO,29,35,"Carter County, Missouri",33034
15657,MO,29,37,"Cass County, Missouri",61584
15658,MO,29,39,"Cedar County, Missouri",31532
15659,MO,29,41,"Chariton County, Missouri",40642
15660,MO,29,43,"Christian County, Missouri",53270
15661,MO,29,45,"Clark County, Missouri",43883
15662,MO,29,47,"Clay County, Missouri",62099
15663,MO,29,49,"Clinton County, Missouri",54773
15664,MO,29,51,"Cole County, Missouri",53088
15665,MO,29,53,"Cooper County, Missouri",44549
15666,MO,29,55,"Crawford County, Missouri",36743
15667,MO,29,57,"Dade County, Missouri",37035
15668,MO,29,59,"Dallas County, Missouri",38062
15669,MO,29,61,"Daviess County, Missouri",41642
15670,MO,29,63,"DeKalb County, Missouri",41406
15671,MO,29,65,"Dent County, Missouri",36831
15672,MO,29,67,"Douglas County, Missouri",30508
15673,MO,29,69,"Dunklin County, Missouri",31077
15674,MO,29,71,"Franklin County, Missouri",48480
15675,MO,29,73,"Gasconade County, Missouri",42826
15676,MO,29,75,"Gentry County, Missouri",41912
15677,MO,29,77,"Greene County, Missouri",41227
15678,MO,29,79,"Grundy County, Missouri",37656
15679,MO,29,81,"Harrison County, Missouri",39301
15680,MO,29,83,"Henry County, Missouri",42181
15681,MO,29,85,"Hickory County, Missouri",32122
15682,MO,29,87,"Holt County, Missouri",42500
15683,MO,29,89,"Howard County, Missouri",44820
15684,MO,29,91,"Howell County, Missouri",32784
15685,MO,29,93,"Iron County, Missouri",36239
15686,MO,29,95,"Jackson County, Missouri",46869
15687,MO,29,97,"Jasper County, Missouri",41811
15688,MO,29,99,"Jefferson County, Missouri",55348
15689,MO,29,101,"Johnson County, Missouri",49792
15690,MO,29,103,"Knox County, Missouri",38289
15691,MO,29,105,"Laclede County, Missouri",39712
15692,MO,29,107,"Lafayette County, Missouri",50723
15693,MO,29,109,"Lawrence County, Missouri",40597
15694,MO,29,111,"Lewis County, Missouri",43909
15695,MO,29,113,"Lincoln County, Missouri",53718
15696,MO,29,115,"Linn County, Missouri",37997
15697,MO,29,117,"Livingston County, Missouri",43350
15698,MO,29,119,"McDonald County, Missouri",38368
15699,MO,29,121,"Macon County, Missouri",36976
15700,MO,29,123,"Madison County, Missouri",35097
15701,MO,29,125,"Maries County, Missouri",39700
15702,MO,29,127,"Marion County, Missouri",40814
15703,MO,29,129,"Mercer County, Missouri",40768
15704,MO,29,131,"Miller County, Missouri",38094
15705,MO,29,133,"Mississippi County, Missouri",28347
15706,MO,29,135,"Moniteau County, Missouri",47725
15707,MO,29,137,"Monroe County, Missouri",43138
15708,MO,29,139,"Montgomery County, Missouri",39830
15709,MO,29,141,"Morgan County, Missouri",33525
15710,MO,29,143,"New Madrid County, Missouri",33630
15711,MO,29,145,"Newton County, Missouri",43290
15712,MO,29,147,"Nodaway County, Missouri",35854
15713,MO,29,149,"Oregon County, Missouri",29851
15714,MO,29,151,"Osage County, Missouri",52693
15715,MO,29,153,"Ozark County, Missouri",31399
15716,MO,29,155,"Pemiscot County, Missouri",29238
15717,MO,29,157,"Perry County, Missouri",51499
15718,MO,29,159,"Pettis County, Missouri",39928
15719,MO,29,161,"Phelps County, Missouri",41618
15720,MO,29,163,"Pike County, Missouri",41750
15721,MO,29,165,"Platte County, Missouri",68254
15722,MO,29,167,"Polk County, Missouri",41130
15723,MO,29,169,"Pulaski County, Missouri",47931
15724,MO,29,171,"Putnam County, Missouri",36346
15725,MO,29,173,"Ralls County, Missouri",47345
15726,MO,29,175,"Randolph County, Missouri",37832
15727,MO,29,177,"Ray County, Missouri",52526
15728,MO,29,179,"Reynolds County, Missouri",35648
15729,MO,29,181,"Ripley County, Missouri",32444
15730,MO,29,183,"St. Charles County, Missouri",72415
15731,MO,29,185,"St. Clair County, Missouri",32046
15732,MO,29,186,"Ste. Genevieve County, Missouri",47014
15733,MO,29,187,"St. Francois County, Missouri",39741
15734,MO,29,189,"St. Louis County, Missouri",59755
15735,MO,29,195,"Saline County, Missouri",40101
15736,MO,29,197,"Schuyler County, Missouri",37500
15737,MO,29,199,"Scotland County, Missouri",39772
15738,MO,29,201,"Scott County, Missouri",39162
15739,MO,29,203,"Shannon County, Missouri",32404
15740,MO,29,205,"Shelby County, Missouri",39087
15741,MO,29,207,"Stoddard County, Missouri",38203
15742,MO,29,209,"Stone County, Missouri",40510
15743,MO,29,211,"Sullivan County, Missouri",40197
15744,MO,29,213,"Taney County, Missouri",38357
15745,MO,29,215,"Texas County, Missouri",35088
15746,MO,29,217,"Vernon County, Missouri",40693
15747,MO,29,219,"Warren County, Missouri",51133
15748,MO,29,221,"Washington County, Missouri",35305
15749,MO,29,223,"Wayne County, Missouri",33750
15750,MO,29,225,"Webster County, Missouri",44451
15751,MO,29,227,"Worth County, Missouri",45952
15752,MO,29,229,"Wright County, Missouri",29778
15753,MO,29,510,"St. Louis city, Missouri",35599
16835,MS,28,1,"Adams County, Mississippi",28869
16836,MS,28,3,"Alcorn County, Mississippi",36163
16837,MS,28,5,"Amite County, Mississippi",30704
16838,MS,28,7,"Attala County, Mississippi",32886
16839,MS,28,9,"Benton County, Mississippi",33141
16840,MS,28,11,"Bolivar County, Mississippi",27585
16841,MS,28,13,"Calhoun County, Mississippi",31098
16842,MS,28,15,"Carroll County, Mississippi",37289
16843,MS,28,17,"Chickasaw County, Mississippi",30926
16844,MS,28,19,"Choctaw County, Mississippi",30692
16845,MS,28,21,"Claiborne County, Mississippi",23259
16846,MS,28,23,"Clarke County, Mississippi",35993
16847,MS,28,25,"Clay County, Mississippi",31669
16848,MS,28,27,"Coahoma County, Mississippi",28851
16849,MS,28,29,"Copiah County, Mississippi",35130
16850,MS,28,31,"Covington County, Mississippi",31631
16851,MS,28,33,"DeSoto County, Mississippi",58278
16852,MS,28,35,"Forrest County, Mississippi",36416
16853,MS,28,37,"Franklin County, Mississippi",38170
16854,MS,28,39,"George County, Mississippi",44258
16855,MS,28,41,"Greene County, Mississippi",40176
16856,MS,28,43,"Grenada County, Mississippi",31779
16857,MS,28,45,"Hancock County, Mississippi",43355
16858,MS,28,47,"Harrison County, Mississippi",41722
16859,MS,28,49,"Hinds County, Mississippi",37324
16860,MS,28,51,"Holmes County, Mississippi",20732
16861,MS,28,53,"Humphreys County, Mississippi",23216
16862,MS,28,55,"Issaquena County, Mississippi",23491
16863,MS,28,57,"Itawamba County, Mississippi",35004
16864,MS,28,59,"Jackson County, Mississippi",48406
16865,MS,28,61,"Jasper County, Mississippi",31578
16866,MS,28,63,"Jefferson County, Mississippi",20743
16867,MS,28,65,"Jefferson Davis County, Mississippi",26279
16868,MS,28,67,"Jones County, Mississippi",37143
16869,MS,28,69,"Kemper County, Mississippi",30056
16870,MS,28,71,"Lafayette County, Mississippi",44643
16871,MS,28,73,"Lamar County, Mississippi",52035
16872,MS,28,75,"Lauderdale County, Mississippi",38132
16873,MS,28,77,"Lawrence County, Mississippi",35634
16874,MS,28,79,"Leake County, Mississippi",33452
16875,MS,28,81,"Lee County, Mississippi",42784
16876,MS,28,83,"Leflore County, Mississippi",24233
16877,MS,28,85,"Lincoln County, Mississippi",36473
16878,MS,28,87,"Lowndes County, Mississippi",40239
16879,MS,28,89,"Madison County, Mississippi",64376
16880,MS,28,91,"Marion County, Mississippi",30668
16881,MS,28,93,"Marshall County, Mississippi",37419
16882,MS,28,95,"Monroe County, Mississippi",36783
16883,MS,28,97,"Montgomery County, Mississippi",30146
16884,MS,28,99,"Neshoba County, Mississippi",35645
16885,MS,28,101,"Newton County, Mississippi",37045
16886,MS,28,103,"Noxubee County, Mississippi",26677
16887,MS,28,105,"Oktibbeha County, Mississippi",32485
16888,MS,28,107,"Panola County, Mississippi",36555
16889,MS,28,109,"Pearl River County, Mississippi",40976
16890,MS,28,111,"Perry County, Mississippi",34045
16891,MS,28,113,"Pike County, Mississippi",31677
16892,MS,28,115,"Pontotoc County, Mississippi",40645
16893,MS,28,117,"Prentiss County, Mississippi",32945
16894,MS,28,119,"Quitman County, Mississippi",24583
16895,MS,28,121,"Rankin County, Mississippi",58801
16896,MS,28,123,"Scott County, Mississippi",32935
16897,MS,28,125,"Sharkey County, Mississippi",30525
16898,MS,28,127,"Simpson County, Mississippi",35375
16899,MS,28,129,"Smith County, Mississippi",32951
16900,MS,28,131,"Stone County, Mississippi",45025
16901,MS,28,133,"Sunflower County, Mississippi",27384
16902,MS,28,135,"Tallahatchie County, Mississippi",29731
16903,MS,28,137,"Tate County, Mississippi",42880
16904,MS,28,139,"Tippah County, Mississippi",35609
16905,MS,28,141,"Tishomingo County, Mississippi",35143
16906,MS,28,143,"Tunica County, Mississippi",31211
16907,MS,28,145,"Union County, Mississippi",35865
16908,MS,28,147,"Walthall County, Mississippi",31384
16909,MS,28,149,"Warren County, Mississippi",41121
16910,MS,28,151,"Washington County, Mississippi",29144
16911,MS,28,153,"Wayne County, Mississippi",32557
16912,MS,28,155,"Webster County, Mississippi",34448
16913,MS,28,157,"Wilkinson County, Mississippi",29931
16914,MS,28,159,"Winston County, Mississippi",33202
16915,MS,28,161,"Yalobusha County, Mississippi",36502
16916,MS,28,163,"Yazoo County, Mississippi",28961
17317,MT,30,1,"Beaverhead County, Montana",41512
17318,MT,30,3,"Big Horn County, Montana",41622
17319,MT,30,5,"Blaine County, Montana",36744
17320,MT,30,7,"Broadwater County, Montana",50115
17321,MT,30,9,"Carbon County, Montana",49767
17322,MT,30,11,"Carter County, Montana",45000
17323,MT,30,13,"Cascade County, Montana",45205
17324,MT,30,15,"Chouteau County, Montana",38521
17325,MT,30,17,"Custer County, Montana",48750
17326,MT,30,19,"Daniels County, Montana",49239
17327,MT,30,21,"Dawson County, Montana",52738
17328,MT,30,23,"Deer Lodge County, Montana",39399
17329,MT,30,25,"Fallon County, Montana",53266
17330,MT,30,27,"Fergus County, Montana",40881
17331,MT,30,29,"Flathead County, Montana",47851
17332,MT,30,31,"Gallatin County, Montana",55553
17333,MT,30,33,"Garfield County, Montana",39732
17334,MT,30,35,"Glacier County, Montana",29640
17335,MT,30,37,"Golden Valley County, Montana",40938
17336,MT,30,39,"Granite County, Montana",48512
17337,MT,30,41,"Hill County, Montana",44633
17338,MT,30,43,"Jefferson County, Montana",60842
17339,MT,30,45,"Judith Basin County, Montana",44602
17340,MT,30,47,"Lake County, Montana",38732
17341,MT,30,49,"Lewis and Clark County, Montana",56197
17342,MT,30,51,"Liberty County, Montana",47768
17343,MT,30,53,"Lincoln County, Montana",35275
17344,MT,30,55,"McCone County, Montana",40750
17345,MT,30,57,"Madison County, Montana",46250
17346,MT,30,59,"Meagher County, Montana",41641
17347,MT,30,61,"Mineral County, Montana",36031
17348,MT,30,63,"Missoula County, Montana",46164
17349,MT,30,65,"Musselshell County, Montana",39517
17350,MT,30,67,"Park County, Montana",43932
17351,MT,30,69,"Petroleum County, Montana",43750
17352,MT,30,71,"Phillips County, Montana",36071
17353,MT,30,73,"Pondera County, Montana",42264
17354,MT,30,75,"Powder River County, Montana",46346
17355,MT,30,77,"Powell County, Montana",40000
17356,MT,30,79,"Prairie County, Montana",42383
17357,MT,30,81,"Ravalli County, Montana",39480
17358,MT,30,83,"Richland County, Montana",65084
17359,MT,30,85,"Roosevelt County, Montana",32974
17360,MT,30,87,"Rosebud County, Montana",51159
17361,MT,30,89,"Sanders County, Montana",32257
17362,MT,30,91,"Sheridan County, Montana",50664
17363,MT,30,93,"Silver Bow County, Montana",37749
17364,MT,30,95,"Stillwater County, Montana",58259
17365,MT,30,97,"Sweet Grass County, Montana",50588
17366,MT,30,99,"Teton County, Montana",46360
17367,MT,30,101,"Toole County, Montana",44804
